Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	5_UTR_change	3_UTR_change	Samples
AML	ENSG00000179818.13	PCBP1-AS1	ENST00000625518.2	ENST00000444410.5	0	0	0	1	0	TARGET-20-PAEFGT-04
AML	ENSG00000179818.13	PCBP1-AS1	ENST00000416395.5	ENST00000626509.2	0	0	0	1	0	TARGET-20-PAKTCX-04
AML	ENSG00000179818.13	PCBP1-AS1	ENST00000625783.2	ENST00000457770.5	0	0	0	1	0	TARGET-20-PASVVS-04
AML	ENSG00000179818.13	PCBP1-AS1	ENST00000416395.5	ENST00000598586.1	0	0	0	1	0	TARGET-20-PARDDY-04
AML	ENSG00000179818.13	PCBP1-AS1	ENST00000629188.2	ENST00000413436.5	0	0	0	1	0	TARGET-20-PASHYZ-04
AML	ENSG00000179818.13	PCBP1-AS1	ENST00000630685.2	ENST00000457770.5	0	0	0	1	0	TARGET-20-PASTUH-04
AML	ENSG00000179818.13	PCBP1-AS1	ENST00000613944.3	ENST00000596259.3	0	0	0	1	0	TARGET-20-PASPLU-04
AML	ENSG00000179818.13	PCBP1-AS1	ENST00000456161.5	ENST00000449178.5	0	0	0	1	0	TARGET-20-PAKIWK-04
AML	ENSG00000242086.8	LINC00969	ENST00000626870.2	ENST00000597034.5	0	0	0	1	0	TARGET-20-PASGWH-04
AML	ENSG00000242086.8	LINC00969	ENST00000630170.2	ENST00000597034.5	0	0	0	1	0	TARGET-20-PARBIU-04
AML	ENSG00000242086.8	LINC00969	ENST00000625776.2	ENST00000615493.4	0	0	0	1	0	TARGET-20-PASYJI-04
AML	ENSG00000242086.8	LINC00969	ENST00000626007.2	ENST00000420851.6	0	0	0	1	0	TARGET-20-PAPXRJ-04
AML	ENSG00000242086.8	LINC00969	ENST00000627555.2	ENST00000626566.2	0	0	0	1	0	TARGET-20-PASCGR-04
AML	ENSG00000242086.8	LINC00969	ENST00000432194.7	ENST00000627152.2	0	0	0	1	0	TARGET-20-PASJGZ-04
AML	ENSG00000242086.8	LINC00969	ENST00000600288.5	ENST00000626220.2	0	0	0	1	0	TARGET-20-PARYFN-04
AML	ENSG00000242086.8	LINC00969	ENST00000626706.1	ENST00000628917.2	0	0	0	1	0	TARGET-20-PATDNN-04
AML	ENSG00000242086.8	LINC00969	ENST00000627993.2	ENST00000627152.2	0	0	0	1	0	TARGET-20-PARCZL-04
AML	ENSG00000242086.8	LINC00969	ENST00000631352.2	ENST00000425425.1	0	0	0	1	0	TARGET-20-PAMYAS-04
AML	ENSG00000242086.8	LINC00969	ENST00000596584.4	ENST00000451228.5	0	0	0	1	0	TARGET-20-PARCVS-04
AML	ENSG00000242086.8	LINC00969	ENST00000600288.5	ENST00000626093.1	0	0	0	1	0	TARGET-20-PALGKX-04
AML	ENSG00000242086.8	LINC00969	ENST00000627297.2	ENST00000628195.2	0	0	0	1	0	TARGET-20-PARTAL-04
AML	ENSG00000242086.8	LINC00969	ENST00000600288.5	ENST00000597034.5	0	0	0	1	0	TARGET-20-PASGZS-04
AML	ENSG00000242086.8	LINC00969	ENST00000627993.2	ENST00000601648.5	0	0	0	1	0	TARGET-20-PASVYA-04
AML	ENSG00000242086.8	LINC00969	ENST00000627555.2	ENST00000596584.4	0	0	0	1	0	TARGET-20-PADYIR-04
AML	ENSG00000242086.8	LINC00969	ENST00000631037.2	ENST00000451228.5	0	0	0	1	0	TARGET-20-PADZCG-04
AML	ENSG00000242086.8	LINC00969	ENST00000601955.5	ENST00000627863.2	0	0	0	1	0	TARGET-20-PAKTCX-04
AML	ENSG00000242086.8	LINC00969	ENST00000620737.3	ENST00000631087.1	0	0	0	1	0	TARGET-20-PASVVS-04
AML	ENSG00000242086.8	LINC00969	ENST00000597034.5	ENST00000629990.1	0	0	0	1	0	TARGET-20-PAKERZ-04
AML	ENSG00000242086.8	LINC00969	ENST00000625776.2	ENST00000595086.5	0	0	0	1	0	TARGET-20-PABLDZ-04
AML	ENSG00000242086.8	LINC00969	ENST00000629990.1	ENST00000627993.2	0	0	0	1	0	TARGET-20-PARDDY-04
AML	ENSG00000242086.8	LINC00969	ENST00000451982.6	ENST00000600527.5	0	0	0	1	0	TARGET-20-PASHYZ-04
AML	ENSG00000242086.8	LINC00969	ENST00000438608.5	ENST00000599566.5	0	0	0	1	0	TARGET-20-PASTUH-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000428157.1	0	0	0	1	0	TARGET-20-PAKIWK-04,TARGET-20-PARTAL-04,TARGET-20-PASBBE-04,TARGET-20-PASCRZ-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000630202.2	0	0	0	1	0	TARGET-20-PASHYZ-04,TARGET-20-PATDNN-04
AML	ENSG00000228486.9	LINC01125	ENST00000458149.7	ENST00000599501.5	0	0	0	1	0	TARGET-20-PASJGZ-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000599015.5	0	0	0	1	0	TARGET-20-PARYFN-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000630892.2	0	0	0	1	0	TARGET-20-PASWAJ-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000627399.2	0	0	0	1	0	TARGET-20-PARLVL-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000601499.5	0	0	0	1	0	TARGET-20-PASVYA-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000450072.5	0	0	0	1	0	TARGET-20-PADZCG-04
AML	ENSG00000228486.9	LINC01125	ENST00000599959.5	ENST00000596069.5	0	0	0	1	0	TARGET-20-PAEFGT-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000596740.5	0	0	0	1	0	TARGET-20-PAKTCX-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000600606.5	0	0	0	1	0	TARGET-20-PASVVS-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000604793.5	0	0	0	1	0	TARGET-20-PABLDZ-04
AML	ENSG00000228486.9	LINC01125	ENST00000615201.4	ENST00000596356.5	0	0	0	1	0	TARGET-20-PARDDY-04
AML	ENSG00000228486.9	LINC01125	ENST00000600331.5	ENST00000599015.5	0	0	0	1	0	TARGET-20-PASPLU-04
AML	ENSG00000228486.9	LINC01125	ENST00000599015.5	ENST00000627399.2	0	0	0	1	0	TARGET-20-PANLIZ-04
AML	ENSG00000087460.23	GNAS	ENST00000371095.7	ENST00000480975.5	1	0	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04
AML	ENSG00000087460.23	GNAS	ENST00000467227.5	ENST00000488546.5	0	0	0	1	0	TARGET-20-PASMYS-04
AML	ENSG00000087460.23	GNAS	ENST00000464788.5	ENST00000478585.5	0	0	0	1	0	TARGET-20-PASCGR-04
AML	ENSG00000087460.23	GNAS	ENST00000480232.5	ENST00000477931.5	0	0	0	1	0	TARGET-20-PASJGZ-04
AML	ENSG00000087460.23	GNAS	ENST00000494081.5	ENST00000488546.5	0	0	0	1	0	TARGET-20-PARYFN-04
AML	ENSG00000087460.23	GNAS	ENST00000481039.5	ENST00000371085.7	0	1	1	1	1	TARGET-20-PASWAJ-04
AML	ENSG00000087460.23	GNAS	ENST00000492907.5	ENST00000488546.5	0	0	0	1	0	TARGET-20-PARYVW-04
AML	ENSG00000087460.23	GNAS	ENST00000475610.1	ENST00000487862.5	0	0	0	1	0	TARGET-20-PASCRZ-04
AML	ENSG00000087460.23	GNAS	ENST00000464960.5	ENST00000461152.5	0	0	0	1	0	TARGET-20-PAKTCX-04
AML	ENSG00000087460.23	GNAS	ENST00000371099.6	ENST00000371102.8	1	1	1	0	1	TARGET-20-PAKERZ-04
AML	ENSG00000087460.23	GNAS	ENST00000484504.5	ENST00000492907.5	0	0	0	1	0	TARGET-20-PASHYZ-04
AML	ENSG00000087460.23	GNAS	ENST00000306090.11	ENST00000481039.5	1	0	1	1	1	TARGET-20-PASTUH-04
AML	ENSG00000087460.23	GNAS	ENST00000371075.7	ENST00000488546.5	1	0	1	1	1	TARGET-20-PASPLU-04
AML	ENSG00000087460.23	GNAS	ENST00000481039.5	ENST00000464788.5	0	0	0	1	0	TARGET-20-PAKIWK-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000350792.7	1	1	0	1	1	TARGET-20-PASJGZ-04,TARGET-20-PATDNN-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000557353.5	1	0	1	1	1	TARGET-20-PAKERZ-04,TARGET-20-PAKTCX-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000366204.6	1	0	1	1	1	TARGET-20-PAEDKB-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000397853.7	1	1	1	1	1	TARGET-20-PARYFN-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000555695.5	1	0	1	1	1	TARGET-20-PAMYAS-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000360463.7	1	1	0	1	1	TARGET-20-PARCVS-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000557198.5	1	0	1	1	1	TARGET-20-PARLVL-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000298687.9	1	1	1	1	1	TARGET-20-PASGZS-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000298684.9	1	1	1	1	1	TARGET-20-PASCRZ-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000557167.1	1	0	1	1	1	TARGET-20-PADZCG-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000557616.5	1	0	1	1	1	TARGET-20-PASVVS-04
AML	ENSG00000165795.20	NDRG2	ENST00000554143.5	ENST00000554277.5	1	0	1	1	1	TARGET-20-PASHYZ-04
AML	ENSG00000197756.9	RPL37A	ENST00000456586.5	ENST00000420712.1	1	0	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PAMYAS-04,TARGET-20-PARDDY-04,TARGET-20-PASTUH-04,TARGET-20-PASYJI-04
AML	ENSG00000197756.9	RPL37A	ENST00000600880.5	ENST00000420712.1	1	0	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04
AML	ENSG00000197756.9	RPL37A	ENST00000456586.5	ENST00000427280.6	1	1	1	1	1	TARGET-20-PARBIU-04
AML	ENSG00000197756.9	RPL37A	ENST00000600880.5	ENST00000456586.5	1	1	1	1	1	TARGET-20-PATDNN-04
AML	ENSG00000197756.9	RPL37A	ENST00000490649.1	ENST00000359681.3	0	0	0	1	0	TARGET-20-PATIAK-04
AML	ENSG00000197756.9	RPL37A	ENST00000598925.5	ENST00000359681.3	1	0	1	1	1	TARGET-20-PARLVL-04
AML	ENSG00000197756.9	RPL37A	ENST00000478153.1	ENST00000359681.3	0	0	0	1	0	TARGET-20-PADZCG-04
AML	ENSG00000197756.9	RPL37A	ENST00000456586.5	ENST00000490649.1	1	0	1	1	1	TARGET-20-PARFAL-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000627829.2	ENST00000628491.2	0	0	0	1	0	TARGET-20-PASXNR-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000599762.5	ENST00000625515.2	0	0	0	1	0	TARGET-20-PASYJI-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000629405.2	ENST00000596850.5	0	0	0	1	0	TARGET-20-PASMYS-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000631285.2	ENST00000630766.1	0	0	0	1	0	TARGET-20-PAEDKB-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000425799.6	ENST00000628209.2	0	0	0	1	0	TARGET-20-PASJGZ-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000600177.5	ENST00000629109.2	0	0	0	1	0	TARGET-20-PATDNN-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000629109.2	ENST00000628963.2	0	0	0	1	0	TARGET-20-PAEIKD-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000610002.4	ENST00000626869.2	0	0	0	1	0	TARGET-20-PASWAJ-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000628055.2	ENST00000626606.2	0	0	0	1	0	TARGET-20-PARLVL-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000628248.2	ENST00000626526.1	0	0	0	1	0	TARGET-20-PASCRZ-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000596307.5	ENST00000628491.2	0	0	0	1	0	TARGET-20-PASVYA-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000629177.2	ENST00000627379.1	0	0	0	1	0	TARGET-20-PAKTCX-04
AML	ENSG00000228956.8	SATB1-AS1	ENST00000631285.2	ENST00000626526.1	0	0	0	1	0	TARGET-20-PABLDZ-04
AML	ENSG00000080823.21	MOK	ENST00000518686.5	ENST00000523231.5	0	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARBIU-04,TARGET-20-PASHYZ-04
AML	ENSG00000080823.21	MOK	ENST00000518686.5	ENST00000559512.5	0	0	0	1	0	TARGET-20-PAKTCX-04,TARGET-20-PASCRZ-04,TARGET-20-PASJGZ-04
AML	ENSG00000080823.21	MOK	ENST00000520046.1	ENST00000559512.5	0	0	0	1	0	TARGET-20-PAEDKB-04
AML	ENSG00000080823.21	MOK	ENST00000518686.5	ENST00000524370.5	0	1	1	1	1	TARGET-20-PARYFN-04
AML	ENSG00000080823.21	MOK	ENST00000518686.5	ENST00000517966.5	0	1	1	1	1	TARGET-20-PATDNN-04
AML	ENSG00000080823.21	MOK	ENST00000520266.5	ENST00000521966.5	0	0	0	1	0	TARGET-20-PAMYAS-04
AML	ENSG00000080823.21	MOK	ENST00000559512.5	ENST00000518399.5	0	0	0	1	0	TARGET-20-PARLVL-04
AML	ENSG00000080823.21	MOK	ENST00000517537.5	ENST00000524207.5	0	0	0	1	0	TARGET-20-PASINN-04
AML	ENSG00000080823.21	MOK	ENST00000518686.5	ENST00000519477.5	0	0	0	1	0	TARGET-20-PAKERZ-04
AML	ENSG00000168255.18	POLR2J3	ENST00000511773.5	ENST00000511313.5	0	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASPLU-04
AML	ENSG00000168255.18	POLR2J3	ENST00000464525.5	ENST00000508910.5	0	0	0	1	0	TARGET-20-PAMYAS-04
AML	ENSG00000168255.18	POLR2J3	ENST00000464525.5	ENST00000508848.5	0	0	0	1	0	TARGET-20-PARCVS-04
AML	ENSG00000168255.18	POLR2J3	ENST00000613744.4	ENST00000507355.5	1	0	1	1	1	TARGET-20-PARUNX-04
AML	ENSG00000168255.18	POLR2J3	ENST00000379340.9	ENST00000379357.9	0	1	1	1	1	TARGET-20-PAEIKD-04
AML	ENSG00000168255.18	POLR2J3	ENST00000511773.5	ENST00000489144.5	0	0	0	1	0	TARGET-20-PASWAJ-04
AML	ENSG00000168255.18	POLR2J3	ENST00000608621.5	ENST00000511313.5	0	1	1	1	1	TARGET-20-PASCRZ-04
AML	ENSG00000168255.18	POLR2J3	ENST00000379357.9	ENST00000503564.5	1	0	1	1	1	TARGET-20-PADZCG-04
AML	ENSG00000168255.18	POLR2J3	ENST00000504157.5	ENST00000511313.5	0	1	1	1	1	TARGET-20-PASINN-04
AML	ENSG00000168255.18	POLR2J3	ENST00000379340.9	ENST00000504101.1	0	0	0	1	0	TARGET-20-PARFAL-04
AML	ENSG00000168255.18	POLR2J3	ENST00000379357.9	ENST00000511773.5	1	0	1	1	1	TARGET-20-PANLIZ-04
AML	ENSG00000104529.17	EEF1D	ENST00000526786.5	ENST00000423316.6	0	1	1	1	1	TARGET-20-PASINN-04,TARGET-20-PATIAK-04
AML	ENSG00000104529.17	EEF1D	ENST00000534232.5	ENST00000530848.5	0	0	0	1	0	TARGET-20-PAEDKB-04
AML	ENSG00000104529.17	EEF1D	ENST00000534232.5	ENST00000419152.6	0	1	1	1	1	TARGET-20-PASCGR-04
AML	ENSG00000104529.17	EEF1D	ENST00000526838.5	ENST00000532400.1	1	1	1	1	1	TARGET-20-PATDNN-04
AML	ENSG00000104529.17	EEF1D	ENST00000524397.5	ENST00000526786.5	0	0	0	1	0	TARGET-20-PARLVL-04
AML	ENSG00000104529.17	EEF1D	ENST00000526786.5	ENST00000530848.5	0	0	0	1	0	TARGET-20-PASCRZ-04
AML	ENSG00000104529.17	EEF1D	ENST00000531770.5	ENST00000532741.5	0	1	1	1	1	TARGET-20-PAKTCX-04
AML	ENSG00000104529.17	EEF1D	ENST00000531770.5	ENST00000530848.5	0	0	0	1	0	TARGET-20-PARFAL-04
AML	ENSG00000104529.17	EEF1D	ENST00000618139.2	ENST00000527741.5	1	0	1	1	1	TARGET-20-PAKERZ-04
AML	ENSG00000104529.17	EEF1D	ENST00000526838.5	ENST00000528610.5	1	1	1	1	0	TARGET-20-PABLDZ-04
AML	ENSG00000104529.17	EEF1D	ENST00000534232.5	ENST00000423316.6	0	1	1	1	1	TARGET-20-PARDDY-04
AML	ENSG00000149806.10	FAU	ENST00000527548.5	ENST00000529639.5	1	1	0	1	1	TARGET-20-PAKERZ-04,TARGET-20-PAMYAS-04,TARGET-20-PAPXRJ-04,TARGET-20-PARDDY-04,TARGET-20-PARUNX-04,TARGET-20-PASHYZ-04,TARGET-20-PASTUH-04,TARGET-20-PASVVS-04,TARGET-20-PASYJI-04
AML	ENSG00000149806.10	FAU	ENST00000279259.7	ENST00000527548.5	1	1	1	1	1	TARGET-20-PATDNN-04
AML	ENSG00000149806.10	FAU	ENST00000531743.5	ENST00000434372.2	1	1	1	1	1	TARGET-20-PATIAK-04
AML	ENSG00000149806.10	FAU	ENST00000527548.5	ENST00000531743.5	1	1	0	1	1	TARGET-20-PARLVL-04
AML	ENSG00000127054.18	CPSF3L	ENST00000526113.1	ENST00000478641.5	0	0	0	1	0	TARGET-20-PASCRZ-04,TARGET-20-PASMYS-04
AML	ENSG00000127054.18	CPSF3L	ENST00000490853.5	ENST00000525769.5	0	0	0	1	0	TARGET-20-PASYJI-04
AML	ENSG00000127054.18	CPSF3L	ENST00000627245.1	ENST00000470030.6	1	0	1	1	0	TARGET-20-PAEDKB-04
AML	ENSG00000127054.18	CPSF3L	ENST00000532772.5	ENST00000497304.6	0	0	0	1	0	TARGET-20-PATDNN-04
AML	ENSG00000127054.18	CPSF3L	ENST00000419704.5	ENST00000526113.1	1	0	1	1	1	TARGET-20-PARTAL-04
AML	ENSG00000127054.18	CPSF3L	ENST00000531020.1	ENST00000531292.5	0	0	0	1	0	TARGET-20-PARLVL-04
AML	ENSG00000127054.18	CPSF3L	ENST00000411962.5	ENST00000545578.5	1	1	1	1	1	TARGET-20-PASVYA-04
AML	ENSG00000127054.18	CPSF3L	ENST00000526904.5	ENST00000530233.1	0	0	0	1	0	TARGET-20-PAKTCX-04
AML	ENSG00000127054.18	CPSF3L	ENST00000531020.1	ENST00000497304.6	0	0	0	1	0	TARGET-20-PABLDZ-04
AML	ENSG00000127054.18	CPSF3L	ENST00000450926.6	ENST00000528879.5	1	0	1	1	1	TARGET-20-PARDDY-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000361392.8	ENST00000330208.6	1	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARDDY-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000533997.5	ENST00000545417.5	0	1	1	1	1	TARGET-20-PASYJI-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000532911.5	ENST00000484868.1	0	0	0	1	0	TARGET-20-PASMYS-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000545417.5	ENST00000372374.6	1	1	1	0	1	TARGET-20-PAEDKB-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000335430.10	ENST00000351035.7	1	1	1	0	1	TARGET-20-PALGKX-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000479383.5	ENST00000330208.6	0	1	1	1	1	TARGET-20-PARLVL-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000361392.8	ENST00000372374.6	1	1	1	1	1	TARGET-20-PASCRZ-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000484868.1	ENST00000545417.5	0	1	1	1	1	TARGET-20-PADYIR-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000361392.8	ENST00000372365.5	1	1	1	1	1	TARGET-20-PADZCG-04
AML	ENSG00000126091.19	ST3GAL3	ENST00000361392.8	ENST00000530581.5	1	0	1	1	1	TARGET-20-PABLDZ-04
AML	ENSG00000118513.18	MYB	ENST00000534044.5	ENST00000533837.5	1	0	1	1	1	TARGET-20-PASMYS-04
AML	ENSG00000118513.18	MYB	ENST00000526565.5	ENST00000534044.5	0	1	1	1	1	TARGET-20-PAMYAS-04
AML	ENSG00000118513.18	MYB	ENST00000525369.5	ENST00000533837.5	1	0	1	1	1	TARGET-20-PALGKX-04
AML	ENSG00000118513.18	MYB	ENST00000616088.4	ENST00000438901.6	1	0	1	1	1	TARGET-20-PAEIKD-04
AML	ENSG00000118513.18	MYB	ENST00000533837.5	ENST00000525369.5	0	1	1	1	1	TARGET-20-PASCRZ-04
AML	ENSG00000118513.18	MYB	ENST00000616088.4	ENST00000341911.9	1	1	1	0	1	TARGET-20-PASVYA-04
AML	ENSG00000118513.18	MYB	ENST00000533837.5	ENST00000525002.5	0	0	0	1	0	TARGET-20-PADZCG-04
AML	ENSG00000118513.18	MYB	ENST00000525369.5	ENST00000531845.5	1	0	1	1	1	TARGET-20-PAKTCX-04
AML	ENSG00000118513.18	MYB	ENST00000316528.12	ENST00000525369.5	1	1	1	1	1	TARGET-20-PABLDZ-04
AML	ENSG00000118513.18	MYB	ENST00000367812.6	ENST00000339290.9	0	0	0	1	0	TARGET-20-PARDDY-04
AML	ENSG00000118513.18	MYB	ENST00000525940.5	ENST00000442647.6	0	1	1	1	1	TARGET-20-PASTUH-04
AML	ENSG00000110700.6	RPS13	ENST00000525634.5	ENST00000228140.6	1	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PAMYAS-04,TARGET-20-PARBIU-04,TARGET-20-PARDDY-04,TARGET-20-PARUNX-04,TARGET-20-PARYFN-04,TARGET-20-PASTUH-04,TARGET-20-PASVVS-04,TARGET-20-PASVYA-04,TARGET-20-PASWAJ-04,TARGET-20-PASYJI-04
AML	ENSG00000111640.14	GAPDH	ENST00000396859.5	ENST00000229239.9	1	1	0	1	1	TARGET-20-PARDDY-04,TARGET-20-PASTUH-04,TARGET-20-PASVVS-04,TARGET-20-PASYJI-04
AML	ENSG00000111640.14	GAPDH	ENST00000396856.5	ENST00000619601.1	1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04
AML	ENSG00000111640.14	GAPDH	ENST00000396861.5	ENST00000229239.9	1	1	0	1	1	TARGET-20-PASWAJ-04
AML	ENSG00000111640.14	GAPDH	ENST00000466588.5	ENST00000466525.1	0	0	0	1	0	TARGET-20-PASCRZ-04
AML	ENSG00000111640.14	GAPDH	ENST00000396859.5	ENST00000619601.1	1	1	1	1	1	TARGET-20-PAKTCX-04
AML	ENSG00000111640.14	GAPDH	ENST00000396858.5	ENST00000466525.1	1	0	1	1	1	TARGET-20-PARFAL-04
AML	ENSG00000111640.14	GAPDH	ENST00000466588.5	ENST00000229239.9	0	1	1	1	1	TARGET-20-PAKERZ-04
AML	ENSG00000196531.10	NACA	ENST00000552540.5	ENST00000393891.8	1	1	0	1	0	TARGET-20-PARYVW-04,TARGET-20-PASCGR-04
AML	ENSG00000196531.10	NACA	ENST00000546410.1	ENST00000551520.1	0	0	0	1	0	TARGET-20-PARLVL-04,TARGET-20-PATIAK-04
AML	ENSG00000196531.10	NACA	ENST00000551775.5	ENST00000546392.5	0	1	1	1	1	TARGET-20-PASYJI-04
AML	ENSG00000196531.10	NACA	ENST00000546410.1	ENST00000548386.5	0	0	0	1	0	TARGET-20-PATDNN-04
AML	ENSG00000196531.10	NACA	ENST00000552540.5	ENST00000547914.5	1	0	1	1	1	TARGET-20-PAEERJ-04
AML	ENSG00000196531.10	NACA	ENST00000550343.1	ENST00000454682.5	0	1	1	1	1	TARGET-20-PASCRZ-04
AML	ENSG00000196531.10	NACA	ENST00000550952.5	ENST00000551793.5	1	0	1	1	1	TARGET-20-PARFAL-04
AML	ENSG00000196531.10	NACA	ENST00000550952.5	ENST00000546392.5	1	1	1	1	1	TARGET-20-PARDDY-04
AML	ENSG00000196531.10	NACA	ENST00000548084.1	ENST00000393891.8	0	1	1	1	1	TARGET-20-PAKIWK-04
AML	ENSG00000108465.14	CDK5RAP3	ENST00000584592.5	ENST00000578733.5	0	0	0	1	0	TARGET-20-PASYJI-04
AML	ENSG00000108465.14	CDK5RAP3	ENST00000584525.5	ENST00000582114.5	0	0	0	1	0	TARGET-20-PAEDKB-04
AML	ENSG00000108465.14	CDK5RAP3	ENST00000578663.1	ENST00000578996.1	0	0	0	1	0	TARGET-20-PATDNN-04
AML	ENSG00000108465.14	CDK5RAP3	ENST00000584991.5	ENST00000577802.1	0	0	0	1	0	TARGET-20-PARUNX-04
