Experiment	GeneId	Transcript	Expression	Feature_type	Feature	Index	Length	Start	End
AML	ENSG00000269907.1	ENST00000602494.1	0.14999785912328753	Transcript					
AML	ENSG00000166165.12	ENST00000348956.6	0.8499816924419489	Transcript					
AML	ENSG00000166165.12	ENST00000348956.6	0.8499816924419489	Pfam	PF02807	1	79	21	100
AML	ENSG00000166165.12	ENST00000348956.6	0.8499816924419489	Pfam	PF00217	1	245	121	366
AML	ENSG00000166165.12	ENST00000348956.6	0.8499816924419489	Prosite	PS00112	1	6	283	289
AML	ENSG00000157933.9	ENST00000378536.4	6.51009415026648	Transcript					
AML	ENSG00000157933.9	ENST00000378536.4	6.51009415026648	Pfam	PF08782	1	95	217	312
AML	ENSG00000157933.9	ENST00000378536.4	6.51009415026648	Pfam	PF02437	1	109	81	190
AML	ENSG00000180616.8	ENST00000357585.3	0.019999517644104813	Transcript					
AML	ENSG00000180616.8	ENST00000357585.3	0.019999517644104813	Pfam	PF00001	1	252	60	312
AML	ENSG00000180616.8	ENST00000357585.3	0.019999517644104813	Prosite	PS00237	1	16	128	144
AML	ENSG00000236278.2	ENST00000455475.2	0.040000917377944104	Transcript					
AML	ENSG00000226942.2	ENST00000442856.1	0.040000917377944104	Transcript					
AML	ENSG00000274292.1	ENST00000613093.1	0.920017197435768	Transcript					
AML	ENSG00000227799.1	ENST00000430010.1	0.18999410294428817	Transcript					
AML	ENSG00000225422.4	ENST00000417216.3	0.6200149910276705	Transcript					
AML	ENSG00000227630.2	ENST00000437601.2	0.029999741597562815	Transcript					
AML	ENSG00000253755.1	ENST00000390555.3	0.10999757015245683	Transcript					
AML	ENSG00000232952.1	ENST00000415279.1	0.019999517644104813	Transcript					
AML	ENSG00000228302.2	ENST00000421657.1	0.9599944472116857	Transcript					
AML	ENSG00000051009.10	ENST00000449352.6	3.0199451711256513	Transcript					
AML	ENSG00000051009.10	ENST00000449352.6	3.0199451711256513	Pfam	PF10257	1	329	97	426
AML	ENSG00000183172.8	ENST00000331479.3	10.700194955975192	Transcript					
AML	ENSG00000183172.8	ENST00000331479.3	10.700194955975192	Pfam	PF10161	1	76	31	107
AML	ENSG00000255220.1	ENST00000534547.1	0.060001985048514034	Transcript					
AML	ENSG00000155393.12	ENST00000299192.7	1.1200106621801786	Transcript					
AML	ENSG00000155393.12	ENST00000299192.7	1.1200106621801786	Pfam	PF13513	1	53	53	106
AML	ENSG00000254419.1	ENST00000530479.1	0.09999809593774907	Transcript					
AML	ENSG00000237846.1	ENST00000414297.1	0.2999926159788371	Transcript					
AML	ENSG00000169220.17	ENST00000408923.7	2.8900629051190316	Transcript					
AML	ENSG00000169220.17	ENST00000408923.7	2.8900629051190316	Pfam	PF00615	1	115	67	182
AML	ENSG00000169220.17	ENST00000408923.7	2.8900629051190316	Pfam	PF02196	1	70	302	372
AML	ENSG00000169220.17	ENST00000408923.7	2.8900629051190316	Pfam	PF02196	1	57	386	443
AML	ENSG00000169220.17	ENST00000408923.7	2.8900629051190316	Pfam	PF02188	1	21	499	520
AML	ENSG00000242960.1	ENST00000492727.1	0.5300059750860837	Transcript					
AML	ENSG00000260093.1	ENST00000562143.1	0.009999639102394372	Transcript					
AML	ENSG00000236095.1	ENST00000416455.1	0.0899993468124429	Transcript					
AML	ENSG00000260822.1	ENST00000568479.1	0.5899876960796653	Transcript					
AML	ENSG00000224401.2	ENST00000423238.1	0.040000917377944104	Transcript					
AML	ENSG00000273523.1	ENST00000613982.1	0.009999639102394372	Transcript					
AML	ENSG00000234572.1	ENST00000445865.1	0.029999741597562815	Transcript					
AML	ENSG00000261140.1	ENST00000562232.1	1.1999699057263682	Transcript					
AML	ENSG00000164609.9	ENST00000297151.8	9.289781790285344	Transcript					
AML	ENSG00000164609.9	ENST00000297151.8	9.289781790285344	Pfam	PF11708	1	273	161	434
AML	ENSG00000236762.1	ENST00000433839.1	0.040000917377944104	Transcript					
AML	ENSG00000232613.6	ENST00000622718.1	0.040000917377944104	Transcript					
AML	ENSG00000238084.4	ENST00000419297.2	0.20000454105956791	Transcript					
AML	ENSG00000186940.6	ENST00000461726.1	0.10999757015245683	Transcript					
AML	ENSG00000240233.3	ENST00000459853.3	0.3800097970829733	Transcript					
AML	ENSG00000256262.1	ENST00000478808.2	0.8900016447412723	Transcript					
AML	ENSG00000212664.5	ENST00000498103.1	1.6699864098582082	Transcript					
AML	ENSG00000260992.1	ENST00000562781.1	0.009999639102394372	Transcript					
AML	ENSG00000119929.12	ENST00000370476.9	7.600056720170424	Transcript					
AML	ENSG00000119929.12	ENST00000370476.9	7.600056720170424	Pfam	PF03932	1	199	27	226
AML	ENSG00000273080.1	ENST00000610262.1	0.8699730595540054	Transcript					
AML	ENSG00000213188.3	ENST00000392794.3	0.04999854862398112	Transcript					
AML	ENSG00000198642.6	ENST00000359039.4	2.260061134249184	Transcript					
AML	ENSG00000198642.6	ENST00000359039.4	2.260061134249184	Pfam	PF01344	1	39	394	433
AML	ENSG00000198642.6	ENST00000359039.4	2.260061134249184	Pfam	PF01344	1	50	336	386
AML	ENSG00000198642.6	ENST00000359039.4	2.260061134249184	Pfam	PF01344	1	46	485	531
AML	ENSG00000198642.6	ENST00000359039.4	2.260061134249184	Pfam	PF01344	1	42	437	479
AML	ENSG00000198642.6	ENST00000359039.4	2.260061134249184	Pfam	PF01344	1	41	536	577
AML	ENSG00000198642.6	ENST00000359039.4	2.260061134249184	Pfam	PF00651	1	106	40	146
AML	ENSG00000198642.6	ENST00000359039.4	2.260061134249184	Pfam	PF07707	1	101	154	255
AML	ENSG00000059769.19	ENST00000313525.3	0.8400129963301876	Transcript					
AML	ENSG00000059769.19	ENST00000313525.3	0.8400129963301876	Pfam	PF00226	1	72	49	121
AML	ENSG00000110048.11	ENST00000263847.5	6.329853451460043	Transcript					
AML	ENSG00000110048.11	ENST00000263847.5	6.329853451460043	Pfam	PF01237	1	375	418	793
AML	ENSG00000110048.11	ENST00000263847.5	6.329853451460043	Pfam	PF00169	1	87	91	178
AML	ENSG00000110048.11	ENST00000263847.5	6.329853451460043	Prosite	PS01013	1	10	518	528
AML	ENSG00000008226.19	ENST00000308059.10	0.009999639102394372	Transcript					
AML	ENSG00000231560.1	ENST00000420905.1	0.019999517644104813	Transcript					
AML	ENSG00000267742.1	ENST00000591086.1	0.09999809593774907	Transcript					
AML	ENSG00000234193.1	ENST00000446709.1	0.4599876480687464	Transcript					
AML	ENSG00000132383.11	ENST00000254719.9	5.270085158055888	Transcript					
AML	ENSG00000132383.11	ENST00000254719.9	5.270085158055888	Pfam	PF01336	1	84	197	281
AML	ENSG00000132383.11	ENST00000254719.9	5.270085158055888	Pfam	PF08646	1	145	461	606
AML	ENSG00000132383.11	ENST00000254719.9	5.270085158055888	Pfam	PF04057	1	99	5	104
AML	ENSG00000204390.9	ENST00000375654.4	0.36000732113408934	Transcript					
AML	ENSG00000204390.9	ENST00000375654.4	0.36000732113408934	Pfam	PF00012	1	606	8	614
AML	ENSG00000204390.9	ENST00000375654.4	0.36000732113408934	Prosite	PS00329	1	13	199	212
AML	ENSG00000204390.9	ENST00000375654.4	0.36000732113408934	Prosite	PS00297	1	7	11	18
AML	ENSG00000204390.9	ENST00000375654.4	0.36000732113408934	Prosite	PS01036	1	14	336	350
AML	ENSG00000173545.4	ENST00000308683.2	6.659820944247575	Transcript					
AML	ENSG00000173545.4	ENST00000308683.2	6.659820944247575	Pfam	PF12171	1	23	68	91
AML	ENSG00000173545.4	ENST00000308683.2	6.659820944247575	Pfam	PF12756	1	99	253	352
AML	ENSG00000173545.4	ENST00000308683.2	6.659820944247575	Prosite	PS00028	1	22	6	28
AML	ENSG00000173545.4	ENST00000308683.2	6.659820944247575	Prosite	PS00028	1	22	69	91
AML	ENSG00000270083.1	ENST00000602718.1	1.0400215976841116	Transcript					
AML	ENSG00000198406.7	ENST00000473537.1	10.29991079917021	Transcript					
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Transcript					
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF01352	1	40	4	44
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF00096	1	22	103	125
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	22	156	178
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	23	433	456
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	24	377	401
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	23	238	261
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	22	574	596
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	22	294	316
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	22	462	484
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	21	603	624
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	22	184	206
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	23	266	289
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	20	548	568
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	23	322	345
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	23	490	513
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	24	405	429
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	22	351	373
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Pfam	PF13465	1	24	517	541
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	253	273
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	449	469
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	365	385
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	225	245
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	477	497
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	337	357
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	589	609
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	561	581
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	171	191
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	309	329
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	617	637
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	393	413
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	533	553
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	421	441
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	281	301
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	505	525
AML	ENSG00000105708.8	ENST00000344099.3	1.29000984284336	Prosite	PS00028	1	20	105	125
AML	ENSG00000235027.1	ENST00000449248.1	0.18999410294428817	Transcript					
AML	ENSG00000279182.1	ENST00000623684.1	0.12000176527428984	Transcript					
AML	ENSG00000138050.14	ENST00000505747.5	1.7099528464954719	Transcript					
AML	ENSG00000138050.14	ENST00000505747.5	1.7099528464954719	Pfam	PF01170	1	138	274	412
AML	ENSG00000138050.14	ENST00000505747.5	1.7099528464954719	Pfam	PF02926	1	75	180	255
AML	ENSG00000163082.9	ENST00000321276.7	0.12000176527428984	Transcript					
AML	ENSG00000163082.9	ENST00000321276.7	0.12000176527428984	Pfam	PF01569	1	112	121	233
AML	ENSG00000236901.4	ENST00000449175.1	0.009999639102394372	Transcript					
AML	ENSG00000268140.1	ENST00000595406.1	0.029999741597562815	Transcript					
AML	ENSG00000277782.1	ENST00000620635.1	0.43001201741405454	Transcript					
AML	ENSG00000278700.1	ENST00000613380.1	0.6700071293324552	Transcript					
AML	ENSG00000071859.14	ENST00000393600.7	7.13987072207072	Transcript					
AML	ENSG00000071859.14	ENST00000393600.7	7.13987072207072	Pfam	PF04921	1	228	110	338
AML	ENSG00000247679.2	ENST00000499900.2	0.599984629986704	Transcript					
AML	ENSG00000166855.9	ENST00000300107.7	2.2199855398896884	Transcript					
AML	ENSG00000166855.9	ENST00000300107.7	2.2199855398896884	Pfam	PF10431	1	72	509	581
AML	ENSG00000166855.9	ENST00000300107.7	2.2199855398896884	Pfam	PF07724	1	217	285	502
AML	ENSG00000078237.5	ENST00000179259.5	1.630048859620768	Transcript					
AML	ENSG00000078237.5	ENST00000179259.5	1.630048859620768	Pfam	PF00300	1	140	6	146
AML	ENSG00000078237.5	ENST00000179259.5	1.630048859620768	Prosite	PS00175	1	9	8	17
AML	ENSG00000204283.3	ENST00000374983.3	0.019999517644104813	Transcript					
AML	ENSG00000233954.6	ENST00000483273.2	1.8699876037270597	Transcript					
AML	ENSG00000233954.6	ENST00000483273.2	1.8699876037270597	Pfam	PF02320	1	64	27	91
AML	ENSG00000214016.3	ENST00000412542.1	0.9499886316676389	Transcript					
AML	ENSG00000272853.1	ENST00000609399.1	0.36000732113408934	Transcript					
AML	ENSG00000268129.1	ENST00000597953.1	0.7899728059120321	Transcript					
AML	ENSG00000237821.1	ENST00000421179.1	0.14999785912328753	Transcript					
AML	ENSG00000176732.6	ENST00000313213.4	0.040000917377944104	Transcript					
AML	ENSG00000176732.6	ENST00000313213.4	0.040000917377944104	Pfam	PF00235	1	114	10	124
AML	ENSG00000233072.1	ENST00000420703.1	0.10999757015245683	Transcript					
AML	ENSG00000277449.1	ENST00000613921.1	0.14000321863040419	Transcript					
AML	ENSG00000167183.2	ENST00000300557.2	0.009999639102394372	Transcript					
AML	ENSG00000167183.2	ENST00000300557.2	0.009999639102394372	Pfam	PF15321	1	82	7	89
AML	ENSG00000095380.10	ENST00000210444.5	14.390050471399668	Transcript					
AML	ENSG00000095380.10	ENST00000210444.5	14.390050471399668	Pfam	PF08666	1	54	294	348
AML	ENSG00000095380.10	ENST00000210444.5	14.390050471399668	Pfam	PF03102	1	238	39	277
AML	ENSG00000220925.2	ENST00000403371.2	0.04999854862398112	Transcript					
AML	ENSG00000176076.7	ENST00000372101.3	0.42000229413750645	Transcript					
AML	ENSG00000279528.1	ENST00000623114.1	0.760016690419679	Transcript					
AML	ENSG00000279568.1	ENST00000624961.1	0.29000180360945776	Transcript					
AML	ENSG00000272910.1	ENST00000608818.1	0.14999785912328753	Transcript					
AML	ENSG00000261535.1	ENST00000566572.1	0.34998955414288524	Transcript					
AML	ENSG00000273419.1	ENST00000608963.1	0.009999639102394372	Transcript					
AML	ENSG00000235036.4	ENST00000456064.1	0.14999785912328753	Transcript					
AML	ENSG00000229152.2	ENST00000426991.2	2.3800534390115287	Transcript					
AML	ENSG00000273212.1	ENST00000608816.1	0.0899993468124429	Transcript					
AML	ENSG00000267474.1	ENST00000589702.1	0.12999648446658976	Transcript					
AML	ENSG00000133302.12	ENST00000265140.9	0.279991812670302	Transcript					
AML	ENSG00000133302.12	ENST00000265140.9	0.279991812670302	Pfam	PF00023	1	28	874	902
AML	ENSG00000133302.12	ENST00000265140.9	0.279991812670302	Pfam	PF12796	1	77	792	869
AML	ENSG00000175073.7	ENST00000310421.4	2.799918490170261	Transcript					
AML	ENSG00000175073.7	ENST00000310421.4	2.799918490170261	Pfam	PF02338	1	140	215	355
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Transcript					
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Pfam	PF00400	1	37	466	503
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Pfam	PF00400	1	25	353	378
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Pfam	PF00400	1	36	384	420
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Pfam	PF00400	1	36	256	292
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Pfam	PF00400	1	30	297	327
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Pfam	PF04564	1	51	3	54
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Pfam	PF08606	1	67	67	134
AML	ENSG00000110107.8	ENST00000227524.8	10.64987461793296	Prosite	PS00678	1	14	407	421
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Transcript					
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Pfam	PF07714	1	254	626	880
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Pfam	PF01404	1	177	27	204
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Pfam	PF00041	1	94	334	428
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Pfam	PF00041	1	73	455	528
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Pfam	PF00536	1	61	914	975
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Pfam	PF14575	1	71	550	621
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Prosite	PS00109	1	12	745	757
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Prosite	PS00790	1	20	185	205
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Prosite	PS00791	1	20	249	269
AML	ENSG00000146904.8	ENST00000275815.3	0.1700037656548274	Prosite	PS00107	1	26	630	656
AML	ENSG00000237489.2	ENST00000456581.1	0.10999757015245683	Transcript					
AML	ENSG00000274364.1	ENST00000614396.1	0.40999706598981406	Transcript					
AML	ENSG00000250251.6	ENST00000343738.10	1.0400215976841116	Transcript					
AML	ENSG00000100568.10	ENST00000554659.5	3.520036054252604	Transcript					
AML	ENSG00000100568.10	ENST00000554659.5	3.520036054252604	Pfam	PF12352	1	65	137	202
AML	ENSG00000100568.10	ENST00000554659.5	3.520036054252604	Pfam	PF05008	1	78	18	96
AML	ENSG00000134152.10	ENST00000256544.7	1.9099632050793034	Transcript					
AML	ENSG00000134152.10	ENST00000256544.7	1.9099632050793034	Pfam	PF13925	1	152	148	300
AML	ENSG00000281490.1	ENST00000629111.1	0.6799873952481095	Transcript					
AML	ENSG00000274828.1	ENST00000616428.1	0.7000066328306926	Transcript					
AML	ENSG00000273055.1	ENST00000608515.1	0.6400016608422577	Transcript					
AML	ENSG00000241106.6	ENST00000438763.6	0.34998955414288524	Transcript					
AML	ENSG00000241106.6	ENST00000438763.6	0.34998955414288524	Pfam	PF07654	1	76	134	210
AML	ENSG00000241106.6	ENST00000438763.6	0.34998955414288524	Pfam	PF00969	1	71	40	111
AML	ENSG00000241106.6	ENST00000438763.6	0.34998955414288524	Prosite	PS00290	1	6	197	203
AML	ENSG00000266983.1	ENST00000587836.1	0.09999809593774907	Transcript					
AML	ENSG00000244184.1	ENST00000497885.1	0.0800019247705772	Transcript					
AML	ENSG00000245848.2	ENST00000498907.2	15.269760430691594	Transcript					
AML	ENSG00000245848.2	ENST00000498907.2	15.269760430691594	Pfam	PF07716	1	52	282	334
AML	ENSG00000243538.1	ENST00000470806.1	0.0800019247705772	Transcript					
AML	ENSG00000189014.7	ENST00000323387.5	0.0899993468124429	Transcript					
AML	ENSG00000189376.11	ENST00000276704.5	7.000189226600648	Transcript					
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Transcript					
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF02469	1	120	1000	1120
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF02469	1	125	518	643
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF02469	1	129	1737	1866
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF02469	1	106	384	490
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF02469	1	90	1140	1230
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF02469	1	104	1606	1710
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF12947	1	35	1501	1536
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF12947	1	35	2095	2130
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF12947	1	36	1459	1495
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF12947	1	36	951	987
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF12947	1	32	913	945
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Pfam	PF00193	1	92	2208	2300
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01248	1	34	1356	1390
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01248	1	34	1995	2029
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	11	181	192
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	14	1356	1370
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	14	1524	1538
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	13	1440	1453
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	13	217	230
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	13	2076	2089
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	11	2039	2050
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	13	846	859
AML	ENSG00000010327.10	ENST00000321725.10	2.290035795959514	Prosite	PS01186	1	13	974	987
