Experiment	GeneId	Control_transcript	Case_transcript	Feature_type	Feature	What	Index	Control_start	Control_end	Case_start	Case_end	Control_MacroScore	Control_MicroScore	Control_Jaccard	Case_MacroScore	Case_MicroScore	Case_Jaccard
ALL	ENSG00000095794.19	ENST00000488741.5	ENST00000474931.5	Prosite	PS00036	Nothing	1	50	64	60	74	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000095794.19	ENST00000345491.7	ENST00000482633.5	Prosite	PS00036	Lost_in_cases	1	247	261	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000095794.19	ENST00000461968.5	ENST00000374734.7	Prosite	PS00036	Gained_in_cases	1	nan	nan	184	198	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000095794.19	ENST00000345491.7	ENST00000488328.5	Prosite	PS00036	Nothing	1	247	261	56	70	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000095794.19	ENST00000374728.7	ENST00000490460.5	Prosite	PS00036	Lost_in_cases	1	168	182	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000095794.19	ENST00000354759.7	ENST00000482633.5	Prosite	PS00036	Lost_in_cases	1	196	210	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000095794.19	ENST00000348787.6	ENST00000490460.5	Prosite	PS00036	Lost_in_cases	1	168	182	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000065357.19	ENST00000552335.6	ENST00000551156.5	Prosite	PS00479	Gained_in_cases	1	nan	nan	270	321	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000065357.19	ENST00000552335.6	ENST00000551156.5	Prosite	PS00479	Gained_in_cases	2	nan	nan	206	253	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000065357.19	ENST00000552335.6	ENST00000551156.5	Prosite	PS00018	Gained_in_cases	1	nan	nan	123	135	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000065357.19	ENST00000552335.6	ENST00000551156.5	Prosite	PS00018	Gained_in_cases	2	nan	nan	168	180	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000065357.19	ENST00000551615.5	ENST00000394147.5	Prosite	PS00479	Gained_in_cases	1	nan	nan	270	321	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000065357.19	ENST00000551615.5	ENST00000394147.5	Prosite	PS00479	Gained_in_cases	2	nan	nan	206	253	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000065357.19	ENST00000551615.5	ENST00000394147.5	Prosite	PS00018	Gained_in_cases	1	nan	nan	123	135	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000065357.19	ENST00000551615.5	ENST00000394147.5	Prosite	PS00018	Gained_in_cases	2	nan	nan	168	180	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000065717.14	ENST00000262953.10	ENST00000443826.7	Prosite	PS00678	Nothing	1	562	576	440	454	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000065717.14	ENST00000262953.10	ENST00000455444.6	Prosite	PS00678	Nothing	1	562	576	440	454	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000065717.14	ENST00000262953.10	ENST00000592305.5	Prosite	PS00678	Lost_in_cases	1	562	576	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000065717.14	ENST00000262953.10	ENST00000586492.1	Prosite	PS00678	Lost_in_cases	1	562	576	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000065717.14	ENST00000262953.10	ENST00000587217.5	Prosite	PS00678	Lost_in_cases	1	562	576	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000065717.14	ENST00000262953.10	ENST00000586422.5	Prosite	PS00678	Lost_in_cases	1	562	576	nan	nan	1.0	0.024916943521594685	0.024916943521594685	nan	nan	nan
ALL	ENSG00000065717.14	ENST00000262953.10	ENST00000587672.5	Prosite	PS00678	Lost_in_cases	1	562	576	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135679.21	ENST00000540352.5	ENST00000393412.7	Prosite	PS01358	Gained_in_cases	1	nan	nan	55	74	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000135679.21	ENST00000481186.5	ENST00000350057.9	Prosite	PS01358	Gained_in_cases	1	nan	nan	278	297	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000135679.21	ENST00000544125.1	ENST00000356290.8	Prosite	PS01358	Gained_in_cases	1	nan	nan	133	152	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000135679.21	ENST00000428863.6	ENST00000360430.6	Prosite	PS01358	Gained_in_cases	1	nan	nan	108	127	nan	nan	nan	1.0	0.10256410256410256	0.10256410256410256
ALL	ENSG00000135679.21	ENST00000545204.1	ENST00000348801.6	Prosite	PS01358	Gained_in_cases	1	nan	nan	77	96	nan	nan	nan	1.0	0.0823045267489712	0.0823045267489712
ALL	ENSG00000135679.21	ENST00000348801.6	ENST00000536089.5	Prosite	PS01358	Lost_in_cases	1	77	96	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135679.21	ENST00000393412.7	ENST00000360430.6	Prosite	PS01358	Nothing	1	55	74	108	127	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000135679.21	ENST00000348801.6	ENST00000428863.6	Prosite	PS01358	Lost_in_cases	1	77	96	nan	nan	1.0	0.11834319526627218	0.11834319526627218	nan	nan	nan
ALL	ENSG00000135679.21	ENST00000348801.6	ENST00000350057.9	Prosite	PS01358	Nothing	1	77	96	278	297	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000135679.21	ENST00000540352.5	ENST00000360430.6	Prosite	PS01358	Gained_in_cases	1	nan	nan	108	127	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000135679.21	ENST00000428863.6	ENST00000258148.11	Prosite	PS01358	Gained_in_cases	1	nan	nan	254	273	nan	nan	nan	1.0	0.08064516129032258	0.08064516129032258
ALL	ENSG00000132781.17	ENST00000528013.6	ENST00000481571.5	Prosite	PS01155	Lost_in_cases	1	185	215	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000132781.17	ENST00000528013.6	ENST00000481571.5	Prosite	PS00764	Lost_in_cases	1	276	292	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000132781.17	ENST00000476789.5	ENST00000355498.6	Prosite	PS01155	Gained_in_cases	1	nan	nan	171	201	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000476789.5	ENST00000355498.6	Prosite	PS00764	Gained_in_cases	1	nan	nan	262	278	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000474703.1	ENST00000355498.6	Prosite	PS01155	Gained_in_cases	1	nan	nan	171	201	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000474703.1	ENST00000355498.6	Prosite	PS00764	Gained_in_cases	1	nan	nan	262	278	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000372104.5	ENST00000355498.6	Prosite	PS01155	Nothing	1	171	201	171	201	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000132781.17	ENST00000372104.5	ENST00000355498.6	Prosite	PS00764	Nothing	1	262	278	262	278	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000132781.17	ENST00000483642.5	ENST00000372098.7	Prosite	PS01155	Gained_in_cases	1	nan	nan	196	226	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000483642.5	ENST00000372098.7	Prosite	PS00764	Gained_in_cases	1	nan	nan	287	303	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000482094.5	ENST00000528013.6	Prosite	PS01155	Gained_in_cases	1	nan	nan	185	215	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000482094.5	ENST00000528013.6	Prosite	PS00764	Gained_in_cases	1	nan	nan	276	292	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000470256.5	ENST00000355498.6	Prosite	PS01155	Gained_in_cases	1	nan	nan	171	201	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000470256.5	ENST00000355498.6	Prosite	PS00764	Gained_in_cases	1	nan	nan	262	278	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000372104.5	ENST00000478796.5	Prosite	PS01155	Lost_in_cases	1	171	201	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000132781.17	ENST00000372104.5	ENST00000478796.5	Prosite	PS00764	Lost_in_cases	1	262	278	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000132781.17	ENST00000534453.1	ENST00000448481.5	Prosite	PS01155	Gained_in_cases	1	nan	nan	182	212	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132781.17	ENST00000534453.1	ENST00000448481.5	Prosite	PS00764	Gained_in_cases	1	nan	nan	273	289	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000143537.13	ENST00000487956.6	ENST00000368413.5	Prosite	PS01186	Gained_in_cases	1	nan	nan	379	390	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000143537.13	ENST00000531455.5	ENST00000474709.5	Prosite	PS01186	Lost_in_cases	1	683	694	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000143537.13	ENST00000531455.5	ENST00000477533.5	Prosite	PS01186	Lost_in_cases	1	683	694	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000143537.13	ENST00000487956.6	ENST00000449910.6	Prosite	PS01186	Gained_in_cases	1	nan	nan	673	684	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000143537.13	ENST00000368412.7	ENST00000474709.5	Prosite	PS01186	Lost_in_cases	1	673	684	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000143537.13	ENST00000485346.6	ENST00000368412.7	Prosite	PS01186	Gained_in_cases	1	nan	nan	673	684	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000143537.13	ENST00000477533.5	ENST00000449910.6	Prosite	PS01186	Gained_in_cases	1	nan	nan	673	684	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000143537.13	ENST00000368412.7	ENST00000531831.5	Prosite	PS01186	Lost_in_cases	1	673	684	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000177479.19	ENST00000490095.5	ENST00000449376.5	Prosite	PS00518	Gained_in_cases	1	nan	nan	318	327	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000177479.19	ENST00000498314.5	ENST00000449376.5	Prosite	PS00518	Gained_in_cases	1	nan	nan	318	327	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000177479.19	ENST00000483333.5	ENST00000449376.5	Prosite	PS00518	Gained_in_cases	1	nan	nan	318	327	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000376524.6	ENST00000376552.6	Prosite	PS00678	Gained_in_cases	1	nan	nan	592	606	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000376524.6	ENST00000376552.6	Prosite	PS00678	Gained_in_cases	2	nan	nan	634	648	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000495170.1	ENST00000376552.6	Prosite	PS00678	Gained_in_cases	1	nan	nan	592	606	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000495170.1	ENST00000376552.6	Prosite	PS00678	Gained_in_cases	2	nan	nan	634	648	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000476523.5	ENST00000376537.8	Prosite	PS00678	Gained_in_cases	1	nan	nan	666	680	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000476523.5	ENST00000376537.8	Prosite	PS00678	Gained_in_cases	2	nan	nan	624	638	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000463431.5	ENST00000376552.6	Prosite	PS00678	Gained_in_cases	1	nan	nan	592	606	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000463431.5	ENST00000376552.6	Prosite	PS00678	Gained_in_cases	2	nan	nan	634	648	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000376537.8	ENST00000376525.5	Prosite	PS00678	Lost_in_cases	1	666	680	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000106829.18	ENST00000376537.8	ENST00000376525.5	Prosite	PS00678	Lost_in_cases	2	624	638	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000106829.18	ENST00000476523.5	ENST00000376552.6	Prosite	PS00678	Gained_in_cases	1	nan	nan	592	606	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000106829.18	ENST00000476523.5	ENST00000376552.6	Prosite	PS00678	Gained_in_cases	2	nan	nan	634	648	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000087470.17	ENST00000553031.1	ENST00000381000.8	Prosite	PS00410	Gained_in_cases	1	nan	nan	51	60	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000087470.17	ENST00000358214.9	ENST00000381000.8	Prosite	PS00410	Nothing	1	51	60	51	60	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000087470.17	ENST00000549701.5	ENST00000266481.10	Prosite	PS00410	Nothing	1	51	60	51	60	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000087470.17	ENST00000266481.10	ENST00000551076.5	Prosite	PS00410	Lost_in_cases	1	51	60	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000087470.17	ENST00000434676.6	ENST00000381000.8	Prosite	PS00410	Gained_in_cases	1	nan	nan	51	60	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000087470.17	ENST00000381000.8	ENST00000266481.10	Prosite	PS00410	Nothing	1	51	60	51	60	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000160191.17	ENST00000486902.5	ENST00000335512.8	Prosite	PS00126	Gained_in_cases	1	nan	nan	292	303	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000160191.17	ENST00000486902.5	ENST00000398224.3	Prosite	PS00126	Gained_in_cases	1	nan	nan	225	236	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000160191.17	ENST00000486902.5	ENST00000398227.7	Prosite	PS00126	Gained_in_cases	1	nan	nan	192	203	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000160191.17	ENST00000486902.5	ENST00000398232.7	Prosite	PS00126	Gained_in_cases	1	nan	nan	285	296	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000160191.17	ENST00000470987.5	ENST00000380328.6	Prosite	PS00126	Gained_in_cases	1	nan	nan	299	310	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000160191.17	ENST00000398236.7	ENST00000349112.7	Prosite	PS00126	Nothing	1	266	277	224	235	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000197530.12	ENST00000463492.1	ENST00000520777.5	Prosite	PS01357	Gained_in_cases	1	nan	nan	206	233	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000197530.12	ENST00000378712.5	ENST00000505820.6	Prosite	PS01357	Nothing	1	91	118	206	233	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000197530.12	ENST00000378712.5	ENST00000489635.5	Prosite	PS01357	Lost_in_cases	1	91	118	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000197530.12	ENST00000378708.5	ENST00000520777.5	Prosite	PS01357	Nothing	1	91	118	206	233	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000197530.12	ENST00000520777.5	ENST00000355826.9	Prosite	PS01357	Nothing	1	206	233	192	219	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000197530.12	ENST00000355826.9	ENST00000470373.1	Prosite	PS01357	Lost_in_cases	1	192	219	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000197530.12	ENST00000378712.5	ENST00000487053.5	Prosite	PS01357	Lost_in_cases	1	91	118	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000008128.22	ENST00000468397.1	ENST00000358779.9	Prosite	PS00108	Gained_in_cases	1	nan	nan	533	545	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000008128.22	ENST00000358779.9	ENST00000495016.5	Prosite	PS00108	Lost_in_cases	1	533	545	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000008128.22	ENST00000487462.1	ENST00000378638.6	Prosite	PS00108	Gained_in_cases	1	nan	nan	509	521	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000008128.22	ENST00000492390.5	ENST00000358779.9	Prosite	PS00108	Gained_in_cases	1	nan	nan	533	545	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000008128.22	ENST00000357760.6	ENST00000356200.7	Prosite	PS00108	Nothing	1	542	554	509	521	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000008128.22	ENST00000357760.6	ENST00000468800.5	Prosite	PS00108	Lost_in_cases	1	542	554	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000127603.23	ENST00000485063.1	ENST00000564288.5	Prosite	PS00019	Gained_in_cases	1	nan	nan	43	52	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000127603.23	ENST00000485063.1	ENST00000564288.5	Prosite	PS00020	Gained_in_cases	1	nan	nan	148	172	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000127603.23	ENST00000485063.1	ENST00000564288.5	Prosite	PS00018	Gained_in_cases	1	nan	nan	7191	7203	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000127603.23	ENST00000485063.1	ENST00000564288.5	Prosite	PS00018	Gained_in_cases	2	nan	nan	7155	7167	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000167965.17	ENST00000564088.5	ENST00000569417.5	Prosite	PS00678	Nothing	1	100	114	100	114	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000167965.17	ENST00000564679.5	ENST00000565250.1	Prosite	PS00678	Gained_in_cases	1	nan	nan	100	114	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000167965.17	ENST00000566653.5	ENST00000301724.14	Prosite	PS00678	Gained_in_cases	1	nan	nan	100	114	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000167965.17	ENST00000564294.5	ENST00000301724.14	Prosite	PS00678	Gained_in_cases	1	nan	nan	100	114	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000167965.17	ENST00000564294.5	ENST00000569417.5	Prosite	PS00678	Gained_in_cases	1	nan	nan	100	114	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000109332.19	ENST00000357194.10	ENST00000510129.5	Prosite	PS00183	Lost_in_cases	1	76	91	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000109332.19	ENST00000502404.5	ENST00000503282.1	Prosite	PS00183	Lost_in_cases	1	45	60	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000109332.19	ENST00000507845.5	ENST00000510129.5	Prosite	PS00183	Lost_in_cases	1	45	60	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000109332.19	ENST00000394804.6	ENST00000502563.5	Prosite	PS00183	Lost_in_cases	1	74	89	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000109332.19	ENST00000357194.10	ENST00000338145.7	Prosite	PS00183	Nothing	1	76	91	74	89	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000109332.19	ENST00000502404.5	ENST00000505207.5	Prosite	PS00183	Nothing	1	45	60	45	60	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000109332.19	ENST00000453744.6	ENST00000394803.9	Prosite	PS00183	Nothing	1	74	89	74	89	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000109332.19	ENST00000338145.7	ENST00000504211.5	Prosite	PS00183	Nothing	1	74	89	45	60	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000109332.19	ENST00000510599.5	ENST00000338145.7	Prosite	PS00183	Gained_in_cases	1	nan	nan	74	89	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000446312.5	Prosite	PS01286	Nothing	1	168	185	168	185	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000446312.5	Prosite	PS00239	Nothing	1	753	761	644	652	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000446312.5	Prosite	PS01285	Nothing	1	72	104	72	104	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000446312.5	Prosite	PS00109	Nothing	1	725	737	616	628	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000376570.8	Prosite	PS01286	Nothing	1	168	185	168	185	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000376570.8	Prosite	PS00239	Nothing	1	753	761	753	761	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000376570.8	Prosite	PS01285	Nothing	1	72	104	72	104	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000376570.8	Prosite	PS00109	Nothing	1	725	737	725	737	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000324771.12	ENST00000376570.8	Prosite	PS01285	Nothing	1	72	104	72	104	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000324771.12	ENST00000376570.8	Prosite	PS00239	Nothing	1	790	798	753	761	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000324771.12	ENST00000376570.8	Prosite	PS01286	Nothing	1	168	185	168	185	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000324771.12	ENST00000376570.8	Prosite	PS00109	Nothing	1	762	774	725	737	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000513749.5	ENST00000324771.12	Prosite	PS01285	Gained_in_cases	1	nan	nan	72	104	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000204580.11	ENST00000513749.5	ENST00000324771.12	Prosite	PS00239	Gained_in_cases	1	nan	nan	790	798	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000204580.11	ENST00000513749.5	ENST00000324771.12	Prosite	PS01286	Gained_in_cases	1	nan	nan	168	185	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000204580.11	ENST00000513749.5	ENST00000324771.12	Prosite	PS00109	Gained_in_cases	1	nan	nan	762	774	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000376567.6	Prosite	PS01286	Nothing	1	168	185	168	185	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000376567.6	Prosite	PS00239	Nothing	1	753	761	753	761	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000376567.6	Prosite	PS01285	Nothing	1	72	104	72	104	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000376567.6	Prosite	PS00109	Nothing	1	725	737	725	737	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000513514.2	Prosite	PS01286	Lost_in_cases	1	168	185	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000513514.2	Prosite	PS00239	Lost_in_cases	1	753	761	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000513514.2	Prosite	PS01285	Lost_in_cases	1	72	104	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000513514.2	Prosite	PS00109	Lost_in_cases	1	725	737	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000418800.6	ENST00000515529.4	Prosite	PS01285	Lost_in_cases	1	72	104	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000418800.6	ENST00000515529.4	Prosite	PS00239	Lost_in_cases	1	753	761	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000418800.6	ENST00000515529.4	Prosite	PS01286	Lost_in_cases	1	168	185	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000418800.6	ENST00000515529.4	Prosite	PS00109	Lost_in_cases	1	725	737	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000515529.4	Prosite	PS01286	Lost_in_cases	1	168	185	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000515529.4	Prosite	PS00239	Lost_in_cases	1	753	761	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000204580.11	ENST00000376569.7	ENST00000515529.4	Prosite	PS01285	Lost_in_cases	1	72	104	nan	nan	1.0	1.0	1.0	nan	nan	nan
