Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	5_UTR_change	3_UTR_change	Samples
ALL	ENSG00000242086.8	LINC00969	ENST00000627152.2	ENST00000425425.1	0	0	0	1	0	TARGET-10-PATCTI-04
ALL	ENSG00000242086.8	LINC00969	ENST00000602175.5	ENST00000631288.2	0	0	0	1	0	TARGET-10-PAPJHB-04
ALL	ENSG00000242086.8	LINC00969	ENST00000626585.2	ENST00000631288.2	0	0	0	1	0	TARGET-10-PAPMFI-04
ALL	ENSG00000242086.8	LINC00969	ENST00000628125.2	ENST00000599566.5	0	0	0	1	0	TARGET-10-PARGFV-04
ALL	ENSG00000242086.8	LINC00969	ENST00000597871.1	ENST00000628982.1	0	0	0	1	0	TARGET-10-PARIAD-04
ALL	ENSG00000242086.8	LINC00969	ENST00000597034.5	ENST00000628917.2	0	0	0	1	0	TARGET-10-PAPZNK-04
ALL	ENSG00000242086.8	LINC00969	ENST00000597662.5	ENST00000455807.2	0	0	0	1	0	TARGET-10-PASHUI-04
ALL	ENSG00000242086.8	LINC00969	ENST00000631189.2	ENST00000626677.1	0	0	0	1	0	TARGET-10-PARMXF-04
ALL	ENSG00000242086.8	LINC00969	ENST00000597982.5	ENST00000625882.2	0	0	0	1	0	TARGET-10-PAPLDL-04
ALL	ENSG00000242086.8	LINC00969	ENST00000628125.2	ENST00000417704.5	0	0	0	1	0	TARGET-10-PAPVTA-04
ALL	ENSG00000242086.8	LINC00969	ENST00000425425.1	ENST00000631288.2	0	0	0	1	0	TARGET-10-PAPLTZ-04
ALL	ENSG00000242086.8	LINC00969	ENST00000599448.5	ENST00000626569.2	0	0	0	1	0	TARGET-10-PAPSPN-04
ALL	ENSG00000242086.8	LINC00969	ENST00000630874.2	ENST00000594715.5	0	0	0	1	0	TARGET-10-PAPEJN-04
ALL	ENSG00000242086.8	LINC00969	ENST00000417704.5	ENST00000420851.6	0	0	0	1	0	TARGET-10-PARJZZ-04
ALL	ENSG00000242086.8	LINC00969	ENST00000626178.2	ENST00000631263.2	0	0	0	1	0	TARGET-10-PAPNNX-04
ALL	ENSG00000242086.8	LINC00969	ENST00000451982.6	ENST00000625882.2	0	0	0	1	0	TARGET-10-PARGVZ-04
ALL	ENSG00000242086.8	LINC00969	ENST00000625971.2	ENST00000597662.5	0	0	0	1	0	TARGET-10-PAPDWT-04
ALL	ENSG00000242086.8	LINC00969	ENST00000452844.5	ENST00000626156.1	0	0	0	1	0	TARGET-10-PARFTR-04
ALL	ENSG00000242086.8	LINC00969	ENST00000612098.4	ENST00000625882.2	0	0	0	1	0	TARGET-10-PAPJIB-04
ALL	ENSG00000242086.8	LINC00969	ENST00000627993.2	ENST00000599566.5	0	0	0	1	0	TARGET-10-PARPRW-04
ALL	ENSG00000242086.8	LINC00969	ENST00000626178.2	ENST00000628301.2	0	0	0	1	0	TARGET-10-PARFLV-04
ALL	ENSG00000242086.8	LINC00969	ENST00000627689.2	ENST00000626706.1	0	0	0	1	0	TARGET-10-PARNMF-04
ALL	ENSG00000242086.8	LINC00969	ENST00000597662.5	ENST00000425425.1	0	0	0	1	0	TARGET-10-PANUSN-04
ALL	ENSG00000242086.8	LINC00969	ENST00000625776.2	ENST00000453324.5	0	0	0	1	0	TARGET-10-PAPGFP-04
ALL	ENSG00000242086.8	LINC00969	ENST00000451228.5	ENST00000453324.5	0	0	0	1	0	TARGET-10-PARLAF-04
ALL	ENSG00000242086.8	LINC00969	ENST00000625358.2	ENST00000626089.2	0	0	0	1	0	TARGET-10-PAPACP-04
ALL	ENSG00000242086.8	LINC00969	ENST00000629537.2	ENST00000620737.3	0	0	0	1	0	TARGET-10-PANYGB-04
ALL	ENSG00000242086.8	LINC00969	ENST00000594715.5	ENST00000626089.2	0	0	0	1	0	TARGET-10-PAPISG-04
ALL	ENSG00000242086.8	LINC00969	ENST00000596584.4	ENST00000420459.5	0	0	0	1	0	TARGET-10-PANZPJ-04
ALL	ENSG00000242086.8	LINC00969	ENST00000597662.5	ENST00000615493.4	0	0	0	1	0	TARGET-10-PAPNMY-04
ALL	ENSG00000242086.8	LINC00969	ENST00000626706.1	ENST00000628917.2	0	0	0	1	0	TARGET-10-PAPZST-04
ALL	ENSG00000242086.8	LINC00969	ENST00000628823.2	ENST00000625338.1	0	0	0	1	0	TARGET-10-PAPAGK-04
ALL	ENSG00000242086.8	LINC00969	ENST00000626569.2	ENST00000595086.5	0	0	0	1	0	TARGET-10-PARMSP-04
ALL	ENSG00000242086.8	LINC00969	ENST00000608737.3	ENST00000600288.5	0	0	0	1	0	TARGET-10-PAPNFY-04
ALL	ENSG00000242086.8	LINC00969	ENST00000629686.2	ENST00000429897.5	0	0	0	1	0	TARGET-10-PASFXA-04
ALL	ENSG00000242086.8	LINC00969	ENST00000438608.5	ENST00000451982.6	0	0	0	1	0	TARGET-10-PARAKF-04
ALL	ENSG00000242086.8	LINC00969	ENST00000626969.2	ENST00000625531.2	0	0	0	1	0	TARGET-10-PANYYV-04
ALL	ENSG00000242086.8	LINC00969	ENST00000608737.3	ENST00000446521.1	0	0	0	1	0	TARGET-10-PAPEAB-04
ALL	ENSG00000242086.8	LINC00969	ENST00000602175.5	ENST00000628508.2	0	0	0	1	0	TARGET-10-PARXMC-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000628985.2	0	0	0	1	0	TARGET-10-PARAKF-04,TARGET-10-PARBRK-04,TARGET-10-PARGVZ-04,TARGET-10-PARMXF-04,TARGET-10-PASFXA-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000599358.5	0	0	0	1	0	TARGET-10-PANZPJ-04,TARGET-10-PAPVTA-04,TARGET-10-PARGHW-04,TARGET-10-PARXMC-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000630246.2	0	0	0	1	0	TARGET-10-PAPEAB-04,TARGET-10-PAPIJB-04,TARGET-10-PARGFV-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000451478.5	0	0	0	1	0	TARGET-10-PAPAGK-04,TARGET-10-PAPDWT-04,TARGET-10-PAPEFH-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000628775.2	0	0	0	1	0	TARGET-10-PAPDJM-04,TARGET-10-PASKAY-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000594837.3	0	0	0	1	0	TARGET-10-PANSHK-04,TARGET-10-PASHUI-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000628794.2	0	0	0	1	0	TARGET-10-PAPACP-04,TARGET-10-PAPNFY-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000604253.5	0	0	0	1	0	TARGET-10-PAPZNK-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000630691.2	0	0	0	1	0	TARGET-10-PAPLTZ-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000423031.1	0	0	0	1	0	TARGET-10-PAPSPG-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000630029.2	0	0	0	1	0	TARGET-10-PANXPE-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000626133.2	0	0	0	1	0	TARGET-10-PAPEJN-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000627497.2	0	0	0	1	0	TARGET-10-PAPNNX-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000414195.6	0	0	0	1	0	TARGET-10-PARFTR-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000629460.2	0	0	0	1	0	TARGET-10-PANSDA-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000420472.1	0	0	0	1	0	TARGET-10-PARPRW-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000609705.5	0	0	0	1	0	TARGET-10-PANUSN-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000596034.5	0	0	0	1	0	TARGET-10-PANYGB-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000628180.2	0	0	0	1	0	TARGET-10-PAPISG-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000629194.2	0	0	0	1	0	TARGET-10-PAPNMY-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000608652.5	0	0	0	1	0	TARGET-10-PAPRCS-04
ALL	ENSG00000226674.8	TEX41	ENST00000597173.5	ENST00000414256.5	0	0	0	1	0	TARGET-10-PANYYV-04
ALL	ENSG00000226674.8	TEX41	ENST00000627051.2	ENST00000596278.5	0	0	0	1	0	TARGET-10-PAPPGN-04
ALL	ENSG00000226674.8	TEX41	ENST00000630732.2	ENST00000625651.2	0	0	0	1	0	TARGET-10-PAPLDM-04
ALL	ENSG00000066427.21	ATXN3	ENST00000340660.10	ENST00000621269.4	1	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PARBRK-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556898.5	ENST00000502250.5	0	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PARFTR-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556958.5	ENST00000621269.4	0	1	1	1	1	TARGET-10-PAPIJB-04
ALL	ENSG00000066427.21	ATXN3	ENST00000511362.5	ENST00000340660.10	0	1	1	1	1	TARGET-10-PASKAY-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556315.5	ENST00000564606.5	0	0	0	1	0	TARGET-10-PAPZNK-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556644.5	ENST00000617719.4	0	1	1	1	1	TARGET-10-PARMXF-04
ALL	ENSG00000066427.21	ATXN3	ENST00000557030.5	ENST00000621269.4	0	1	1	1	1	TARGET-10-PAPLDL-04
ALL	ENSG00000066427.21	ATXN3	ENST00000554350.5	ENST00000359366.9	0	0	0	1	0	TARGET-10-PAPVTA-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556339.5	ENST00000554350.5	0	0	0	1	0	TARGET-10-PAPLTZ-04
ALL	ENSG00000066427.21	ATXN3	ENST00000511362.5	ENST00000359366.9	0	0	0	1	0	TARGET-10-PAPSPG-04
ALL	ENSG00000066427.21	ATXN3	ENST00000359366.9	ENST00000621269.4	0	1	1	1	1	TARGET-10-PAPSPN-04
ALL	ENSG00000066427.21	ATXN3	ENST00000617719.4	ENST00000340660.10	1	1	1	1	1	TARGET-10-PAPDJM-04
ALL	ENSG00000066427.21	ATXN3	ENST00000555816.5	ENST00000556274.5	0	0	0	1	0	TARGET-10-PANXPE-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556671.5	ENST00000555958.5	0	0	0	1	0	TARGET-10-PAPEJN-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556898.5	ENST00000554491.5	0	0	0	1	0	TARGET-10-PARJZZ-04
ALL	ENSG00000066427.21	ATXN3	ENST00000554491.5	ENST00000359366.9	0	0	0	1	0	TARGET-10-PAPNNX-04
ALL	ENSG00000066427.21	ATXN3	ENST00000617719.4	ENST00000621269.4	1	1	1	1	1	TARGET-10-PARGVZ-04
ALL	ENSG00000066427.21	ATXN3	ENST00000515746.5	ENST00000556288.5	0	0	0	1	0	TARGET-10-PAPDWT-04
ALL	ENSG00000066427.21	ATXN3	ENST00000555958.5	ENST00000511362.5	0	0	0	1	0	TARGET-10-PANTSM-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556288.5	ENST00000515746.5	0	0	0	1	0	TARGET-10-PAPJIB-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556671.5	ENST00000553498.5	0	0	0	1	0	TARGET-10-PARNMF-04
ALL	ENSG00000066427.21	ATXN3	ENST00000553570.5	ENST00000503767.5	0	1	1	1	1	TARGET-10-PARBVI-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556315.5	ENST00000554214.5	0	0	0	1	0	TARGET-10-PARLAF-04
ALL	ENSG00000066427.21	ATXN3	ENST00000554673.5	ENST00000503767.5	0	1	1	1	1	TARGET-10-PARGHW-04
ALL	ENSG00000066427.21	ATXN3	ENST00000555816.5	ENST00000511362.5	0	0	0	1	0	TARGET-10-PAPISG-04
ALL	ENSG00000066427.21	ATXN3	ENST00000554040.5	ENST00000556082.5	0	0	0	1	0	TARGET-10-PANZPJ-04
ALL	ENSG00000066427.21	ATXN3	ENST00000556958.5	ENST00000504047.1	0	0	0	1	0	TARGET-10-PAPAGK-04
ALL	ENSG00000066427.21	ATXN3	ENST00000555958.5	ENST00000621269.4	0	1	1	1	1	TARGET-10-PASFXA-04
ALL	ENSG00000066427.21	ATXN3	ENST00000555816.5	ENST00000556288.5	0	0	0	1	0	TARGET-10-PARAKF-04
ALL	ENSG00000095794.19	CREM	ENST00000356917.9	ENST00000488328.5	1	1	1	1	1	TARGET-10-PATCTI-04
ALL	ENSG00000095794.19	CREM	ENST00000488741.5	ENST00000482633.5	1	0	1	1	1	TARGET-10-PAPIJB-04
ALL	ENSG00000095794.19	CREM	ENST00000463314.5	ENST00000374726.7	1	1	1	1	1	TARGET-10-PAPZNK-04
ALL	ENSG00000095794.19	CREM	ENST00000474362.5	ENST00000490460.5	1	0	1	1	1	TARGET-10-PAPLDL-04
ALL	ENSG00000095794.19	CREM	ENST00000374721.7	ENST00000395887.7	1	1	1	1	1	TARGET-10-PAPVTA-04
ALL	ENSG00000095794.19	CREM	ENST00000439705.5	ENST00000460270.5	1	1	1	1	1	TARGET-10-PAPLTZ-04
ALL	ENSG00000095794.19	CREM	ENST00000374734.7	ENST00000474362.5	1	1	1	1	1	TARGET-10-PAPDJM-04
ALL	ENSG00000095794.19	CREM	ENST00000474362.5	ENST00000374734.7	1	1	1	1	1	TARGET-10-PARGVZ-04
ALL	ENSG00000095794.19	CREM	ENST00000395887.7	ENST00000490460.5	1	0	1	1	1	TARGET-10-PAPDWT-04
ALL	ENSG00000095794.19	CREM	ENST00000490460.5	ENST00000460270.5	0	1	1	1	1	TARGET-10-PAPJIB-04
ALL	ENSG00000095794.19	CREM	ENST00000472813.1	ENST00000469949.6	0	1	1	1	1	TARGET-10-PANSDA-04
ALL	ENSG00000095794.19	CREM	ENST00000479070.5	ENST00000472813.1	1	0	1	1	1	TARGET-10-PARNMF-04
ALL	ENSG00000095794.19	CREM	ENST00000489321.5	ENST00000496626.5	1	0	1	1	1	TARGET-10-PAPGFP-04
ALL	ENSG00000095794.19	CREM	ENST00000488741.5	ENST00000474931.5	1	1	1	1	1	TARGET-10-PARLAF-04
ALL	ENSG00000095794.19	CREM	ENST00000469949.6	ENST00000482646.5	1	0	1	1	1	TARGET-10-PARGHW-04
ALL	ENSG00000095794.19	CREM	ENST00000345491.7	ENST00000482633.5	1	0	1	1	1	TARGET-10-PANZPJ-04
ALL	ENSG00000095794.19	CREM	ENST00000461968.5	ENST00000374734.7	0	1	1	1	1	TARGET-10-PAPAGK-04
ALL	ENSG00000095794.19	CREM	ENST00000345491.7	ENST00000488328.5	1	1	1	1	1	TARGET-10-PAPNFY-04
ALL	ENSG00000095794.19	CREM	ENST00000374728.7	ENST00000490460.5	1	0	1	1	1	TARGET-10-PANYYV-04
ALL	ENSG00000095794.19	CREM	ENST00000354759.7	ENST00000482633.5	1	0	1	1	1	TARGET-10-PARXMC-04
ALL	ENSG00000095794.19	CREM	ENST00000348787.6	ENST00000490460.5	1	0	1	1	1	TARGET-10-PAPLDM-04
ALL	ENSG00000228956.8	SATB1-AS1	ENST00000598740.5	ENST00000627407.2	0	0	0	1	0	TARGET-10-PATCTI-04
