Experiment	GeneId	Control_transcript	Case_transcript	Feature_type	Feature	What	Index	Control_start	Control_end	Case_start	Case_end	Control_MacroScore	Control_MicroScore	Control_Jaccard	Case_MacroScore	Case_MicroScore	Case_Jaccard
ALL	ENSG00000117448.13	ENST00000476957.5	ENST00000372070.7	Prosite	PS00063	Gained_in_cases	1	nan	nan	261	276	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000117448.13	ENST00000372070.7	ENST00000475985.1	Prosite	PS00798	Lost_in_cases	1	40	57	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000117448.13	ENST00000372070.7	ENST00000475985.1	Prosite	PS00062	Lost_in_cases	1	147	164	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000117448.13	ENST00000372070.7	ENST00000475985.1	Prosite	PS00063	Lost_in_cases	1	261	276	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000117448.13	ENST00000351829.8	ENST00000475985.1	Prosite	PS00798	Lost_in_cases	1	40	57	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000117448.13	ENST00000351829.8	ENST00000475985.1	Prosite	PS00062	Lost_in_cases	1	147	164	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000117448.13	ENST00000351829.8	ENST00000475985.1	Prosite	PS00063	Lost_in_cases	1	261	276	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000115694.14	ENST00000494699.1	ENST00000403346.7	Prosite	PS00107	Gained_in_cases	1	nan	nan	26	49	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000115694.14	ENST00000494699.1	ENST00000401869.5	Prosite	PS00107	Gained_in_cases	1	nan	nan	26	49	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000115694.14	ENST00000462953.1	ENST00000316586.8	Prosite	PS00107	Gained_in_cases	1	nan	nan	26	49	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000623368.3	ENST00000525283.5	Prosite	PS01045	Lost_in_cases	1	143	168	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000079459.12	ENST00000623368.3	ENST00000525283.5	Prosite	PS01044	Lost_in_cases	1	107	122	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000079459.12	ENST00000528643.5	ENST00000525607.5	Prosite	PS01044	Lost_in_cases	1	86	101	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000079459.12	ENST00000528643.5	ENST00000525607.5	Prosite	PS01045	Lost_in_cases	1	122	147	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000079459.12	ENST00000528643.5	ENST00000525571.1	Prosite	PS01044	Lost_in_cases	1	86	101	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000079459.12	ENST00000528643.5	ENST00000525571.1	Prosite	PS01045	Lost_in_cases	1	122	147	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000079459.12	ENST00000525571.1	ENST00000538689.4	Prosite	PS01045	Gained_in_cases	1	nan	nan	143	168	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000525571.1	ENST00000538689.4	Prosite	PS01044	Gained_in_cases	1	nan	nan	107	122	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000527045.1	ENST00000443614.6	Prosite	PS01045	Gained_in_cases	1	nan	nan	164	189	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000527045.1	ENST00000443614.6	Prosite	PS01044	Gained_in_cases	1	nan	nan	128	143	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000623368.3	ENST00000529464.5	Prosite	PS01045	Lost_in_cases	1	143	168	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000079459.12	ENST00000623368.3	ENST00000529464.5	Prosite	PS01044	Lost_in_cases	1	107	122	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000079459.12	ENST00000527045.1	ENST00000530664.5	Prosite	PS01045	Gained_in_cases	1	nan	nan	143	168	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000527045.1	ENST00000530664.5	Prosite	PS01044	Gained_in_cases	1	nan	nan	107	122	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000530664.5	ENST00000443614.6	Prosite	PS01045	Nothing	1	143	168	164	189	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000079459.12	ENST00000530664.5	ENST00000443614.6	Prosite	PS01044	Nothing	1	107	122	128	143	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000079459.12	ENST00000525571.1	ENST00000530664.5	Prosite	PS01045	Gained_in_cases	1	nan	nan	143	168	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000525571.1	ENST00000530664.5	Prosite	PS01044	Gained_in_cases	1	nan	nan	107	122	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000531733.1	ENST00000530664.5	Prosite	PS01045	Gained_in_cases	1	nan	nan	143	168	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000079459.12	ENST00000531733.1	ENST00000530664.5	Prosite	PS01044	Gained_in_cases	1	nan	nan	107	122	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000116584.17	ENST00000361247.8	ENST00000476273.1	Prosite	PS00479	Lost_in_cases	1	40	86	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000116584.17	ENST00000608543.1	ENST00000313695.11	Prosite	PS00479	Gained_in_cases	1	nan	nan	13	59	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000116584.17	ENST00000313695.11	ENST00000608543.1	Prosite	PS00479	Lost_in_cases	1	13	59	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000116584.17	ENST00000470975.2	ENST00000313667.8	Prosite	PS00479	Gained_in_cases	1	nan	nan	40	86	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000116584.17	ENST00000361247.8	ENST00000470975.2	Prosite	PS00479	Lost_in_cases	1	40	86	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000539609.7	Prosite	PS00028	Nothing	1	126	147	189	210	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000539609.7	Prosite	PS00028	Nothing	2	197	217	219	239	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000539609.7	Prosite	PS00028	Nothing	3	156	176	260	280	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000539609.7	Prosite	PS00028	Gained_in_cases	4	nan	nan	1005	1025	nan	nan	nan	1.0	0.023127753303964757	0.023127753303964757
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000539609.7	Prosite	PS00028	Gained_in_cases	5	nan	nan	977	997	nan	nan	nan	1.0	0.023127753303964757	0.023127753303964757
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000453352.5	Prosite	PS00028	Lost_in_cases	1	126	147	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000453352.5	Prosite	PS00028	Lost_in_cases	2	197	217	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000453352.5	Prosite	PS00028	Lost_in_cases	3	156	176	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000303660.8	ENST00000461784.3	Prosite	PS00028	Lost_in_cases	1	1000	1020	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000303660.8	ENST00000461784.3	Prosite	PS00028	Lost_in_cases	2	283	303	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000303660.8	ENST00000461784.3	Prosite	PS00028	Lost_in_cases	3	242	262	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000303660.8	ENST00000461784.3	Prosite	PS00028	Lost_in_cases	4	212	233	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000303660.8	ENST00000461784.3	Prosite	PS00028	Lost_in_cases	5	1028	1048	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000472146.5	Prosite	PS00028	Lost_in_cases	1	126	147	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000472146.5	Prosite	PS00028	Lost_in_cases	2	197	217	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000472146.5	Prosite	PS00028	Lost_in_cases	3	156	176	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000558170.6	Prosite	PS00028	Nothing	1	126	147	284	304	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000558170.6	Prosite	PS00028	Nothing	2	197	217	243	263	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000558170.6	Prosite	PS00028	Nothing	3	156	176	213	234	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000558170.6	Prosite	PS00028	Gained_in_cases	4	nan	nan	1001	1021	nan	nan	nan	1.0	0.023127753303964757	0.023127753303964757
ALL	ENSG00000169554.18	ENST00000419938.5	ENST00000558170.6	Prosite	PS00028	Gained_in_cases	5	nan	nan	1029	1049	nan	nan	nan	1.0	0.023127753303964757	0.023127753303964757
ALL	ENSG00000138796.16	ENST00000626637.1	ENST00000510728.5	Prosite	PS00067	Lost_in_cases	1	217	241	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000138796.16	ENST00000626637.1	ENST00000514776.2	Prosite	PS00067	Lost_in_cases	1	217	241	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000138796.16	ENST00000309522.7	ENST00000515462.6	Prosite	PS00067	Lost_in_cases	1	213	237	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000026508.17	ENST00000263398.10	ENST00000526025.1	Prosite	PS01241	Lost_in_cases	1	53	97	nan	nan	0.4222222222222222	0.06713780918727916	0.061488673139158574	nan	nan	nan
ALL	ENSG00000026508.17	ENST00000434472.6	ENST00000534082.1	Prosite	PS01241	Lost_in_cases	1	53	97	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000026508.17	ENST00000263398.10	ENST00000425428.6	Prosite	PS01241	Lost_in_cases	1	53	97	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000026508.17	ENST00000525348.1	ENST00000434472.6	Prosite	PS01241	Gained_in_cases	1	nan	nan	53	97	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000026508.17	ENST00000531141.1	ENST00000434472.6	Prosite	PS01241	Gained_in_cases	1	nan	nan	53	97	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000026508.17	ENST00000263398.10	ENST00000532339.1	Prosite	PS01241	Lost_in_cases	1	53	97	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000081237.18	ENST00000442510.6	ENST00000391970.3	Prosite	PS00383	Lost_in_cases	1	851	861	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000081237.18	ENST00000442510.6	ENST00000348564.10	Prosite	PS00383	Nothing	1	851	861	690	700	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000171132.13	ENST00000306156.7	ENST00000394874.1	Prosite	PS00108	Lost_in_cases	1	528	540	nan	nan	1.0	0.050387596899224806	0.050387596899224806	nan	nan	nan
ALL	ENSG00000171132.13	ENST00000306156.7	ENST00000394874.1	Prosite	PS00107	Nothing	1	414	437	137	160	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000171132.13	ENST00000306156.7	ENST00000394874.1	Prosite	PS00479	Lost_in_cases	1	243	292	nan	nan	0.7	0.1263537906137184	0.11986301369863013	nan	nan	nan
ALL	ENSG00000171132.13	ENST00000306156.7	ENST00000394874.1	Prosite	PS00479	Lost_in_cases	2	170	220	nan	nan	1.0	0.18411552346570398	0.18411552346570398	nan	nan	nan
ALL	ENSG00000171132.13	ENST00000306156.7	ENST00000497602.1	Prosite	PS00108	Lost_in_cases	1	528	540	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000171132.13	ENST00000306156.7	ENST00000497602.1	Prosite	PS00107	Lost_in_cases	1	414	437	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000171132.13	ENST00000306156.7	ENST00000497602.1	Prosite	PS00479	Lost_in_cases	1	243	292	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000171132.13	ENST00000306156.7	ENST00000497602.1	Prosite	PS00479	Lost_in_cases	2	170	220	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000170035.15	ENST00000410062.8	ENST00000602837.1	Prosite	PS00183	Lost_in_cases	1	134	149	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000170035.15	ENST00000602291.5	ENST00000602710.5	Prosite	PS00183	Nothing	1	134	149	134	149	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000170035.15	ENST00000410062.8	ENST00000392415.6	Prosite	PS00183	Nothing	1	134	149	134	149	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000170035.15	ENST00000602291.5	ENST00000602632.1	Prosite	PS00183	Lost_in_cases	1	134	149	nan	nan	1.0	0.17391304347826086	0.17391304347826086	nan	nan	nan
ALL	ENSG00000170035.15	ENST00000602710.5	ENST00000602475.5	Prosite	PS00183	Lost_in_cases	1	134	149	nan	nan	1.0	0.128	0.128	nan	nan	nan
ALL	ENSG00000170035.15	ENST00000410062.8	ENST00000602632.1	Prosite	PS00183	Lost_in_cases	1	134	149	nan	nan	1.0	0.128	0.128	nan	nan	nan
ALL	ENSG00000170035.15	ENST00000410062.8	ENST00000602475.5	Prosite	PS00183	Lost_in_cases	1	134	149	nan	nan	1.0	0.128	0.128	nan	nan	nan
ALL	ENSG00000177479.19	ENST00000466850.1	ENST00000356401.8	Prosite	PS00518	Gained_in_cases	1	nan	nan	318	327	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000161203.13	ENST00000382456.7	ENST00000461733.5	Prosite	PS00991	Lost_in_cases	1	261	275	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000161203.13	ENST00000382456.7	ENST00000461733.5	Prosite	PS00990	Lost_in_cases	1	157	177	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000161203.13	ENST00000382456.7	ENST00000439647.5	Prosite	PS00991	Nothing	1	261	275	261	275	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000161203.13	ENST00000382456.7	ENST00000439647.5	Prosite	PS00990	Nothing	1	157	177	157	177	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000161203.13	ENST00000382456.7	ENST00000476434.1	Prosite	PS00991	Lost_in_cases	1	261	275	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000161203.13	ENST00000382456.7	ENST00000476434.1	Prosite	PS00990	Lost_in_cases	1	157	177	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000178950.16	ENST00000502799.1	ENST00000511163.5	Prosite	PS00108	Gained_in_cases	1	nan	nan	90	102	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000178950.16	ENST00000314167.8	ENST00000618573.4	Prosite	PS00108	Lost_in_cases	1	169	181	nan	nan	1.0	0.01452513966480447	0.01452513966480447	nan	nan	nan
ALL	ENSG00000178950.16	ENST00000314167.8	ENST00000504435.1	Prosite	PS00108	Lost_in_cases	1	169	181	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000178950.16	ENST00000314167.8	ENST00000511345.5	Prosite	PS00108	Lost_in_cases	1	169	181	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000178950.16	ENST00000314167.8	ENST00000513935.1	Prosite	PS00108	Lost_in_cases	1	169	181	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000073578.16	ENST00000264932.10	ENST00000502379.5	Prosite	PS00504	Lost_in_cases	1	97	106	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000073578.16	ENST00000264932.10	ENST00000503674.5	Prosite	PS00504	Lost_in_cases	1	97	106	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000073578.16	ENST00000264932.10	ENST00000514027.5	Prosite	PS00504	Lost_in_cases	1	97	106	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000100528.11	ENST00000395573.8	ENST00000557659.5	Prosite	PS01340	Lost_in_cases	1	29	43	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000100528.11	ENST00000553660.5	ENST00000557690.5	Prosite	PS01340	Gained_in_cases	1	nan	nan	29	43	nan	nan	nan	1.0	0.38461538461538464	0.38461538461538464
ALL	ENSG00000100528.11	ENST00000395573.8	ENST00000216416.8	Prosite	PS01340	Nothing	1	29	43	29	43	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000100528.11	ENST00000554683.1	ENST00000556113.1	Prosite	PS01340	Gained_in_cases	1	nan	nan	29	43	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000100528.11	ENST00000554683.1	ENST00000216416.8	Prosite	PS01340	Gained_in_cases	1	nan	nan	29	43	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000108946.14	ENST00000592194.1	ENST00000358598.6	Prosite	PS00888	Gained_in_cases	1	nan	nan	164	180	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000108946.14	ENST00000592194.1	ENST00000358598.6	Prosite	PS00888	Gained_in_cases	2	nan	nan	282	298	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000108946.14	ENST00000592194.1	ENST00000358598.6	Prosite	PS00889	Gained_in_cases	1	nan	nan	324	341	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000108946.14	ENST00000592194.1	ENST00000358598.6	Prosite	PS00889	Gained_in_cases	2	nan	nan	200	217	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000108946.14	ENST00000536854.6	ENST00000589228.5	Prosite	PS00888	Nothing	1	164	180	164	180	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000108946.14	ENST00000536854.6	ENST00000589228.5	Prosite	PS00888	Nothing	2	282	298	282	298	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000108946.14	ENST00000536854.6	ENST00000589228.5	Prosite	PS00889	Nothing	1	200	217	324	341	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000108946.14	ENST00000536854.6	ENST00000589228.5	Prosite	PS00889	Nothing	2	324	341	200	217	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000105671.11	ENST00000247003.8	ENST00000596502.1	Prosite	PS00039	Lost_in_cases	1	150	158	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000267206.5	ENST00000341206.8	ENST00000476567.1	Prosite	PS00213	Lost_in_cases	1	27	38	nan	nan	1.0	0.1411764705882353	0.1411764705882353	nan	nan	nan
ALL	ENSG00000267206.5	ENST00000341206.8	ENST00000471509.5	Prosite	PS00213	Lost_in_cases	1	27	38	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000617285.4	ENST00000526354.1	Prosite	PS00329	Lost_in_cases	1	230	243	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000617285.4	ENST00000526354.1	Prosite	PS01036	Lost_in_cases	1	380	394	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000617285.4	ENST00000614668.4	Prosite	PS00329	Lost_in_cases	1	230	243	nan	nan	1.0	0.016412661195779603	0.016412661195779603	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000617285.4	ENST00000614668.4	Prosite	PS01036	Lost_in_cases	1	380	394	nan	nan	1.0	0.017584994138335287	0.017584994138335287	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000621959.4	ENST00000622474.4	Prosite	PS00329	Lost_in_cases	1	230	243	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000621959.4	ENST00000622474.4	Prosite	PS01036	Lost_in_cases	1	380	394	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000617285.4	ENST00000533381.5	Prosite	PS00329	Lost_in_cases	1	230	243	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000617285.4	ENST00000533381.5	Prosite	PS01036	Lost_in_cases	1	380	394	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000617285.4	ENST00000527738.1	Prosite	PS00329	Lost_in_cases	1	230	243	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000149428.18	ENST00000617285.4	ENST00000527738.1	Prosite	PS01036	Lost_in_cases	1	380	394	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000099817.11	ENST00000589737.5	ENST00000615234.4	Prosite	PS01110	Gained_in_cases	1	nan	nan	142	155	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000099817.11	ENST00000586817.5	ENST00000586746.5	Prosite	PS01110	Gained_in_cases	1	nan	nan	142	155	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132485.13	ENST00000487510.1	ENST00000254821.10	Prosite	PS01358	Gained_in_cases	1	nan	nan	13	34	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132485.13	ENST00000487510.1	ENST00000254821.10	Prosite	PS01358	Gained_in_cases	2	nan	nan	69	88	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132485.13	ENST00000487510.1	ENST00000370920.7	Prosite	PS01358	Gained_in_cases	1	nan	nan	13	34	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132485.13	ENST00000487510.1	ENST00000370920.7	Prosite	PS01358	Gained_in_cases	2	nan	nan	69	88	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132485.13	ENST00000487510.1	ENST00000611683.1	Prosite	PS01358	Gained_in_cases	1	nan	nan	13	34	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000132485.13	ENST00000487510.1	ENST00000611683.1	Prosite	PS01358	Gained_in_cases	2	nan	nan	69	88	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000135821.17	ENST00000339526.8	ENST00000489818.5	Prosite	PS00180	Lost_in_cases	1	62	79	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135821.17	ENST00000339526.8	ENST00000489818.5	Prosite	PS00181	Lost_in_cases	1	241	257	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135821.17	ENST00000339526.8	ENST00000461447.1	Prosite	PS00180	Lost_in_cases	1	62	79	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135821.17	ENST00000339526.8	ENST00000461447.1	Prosite	PS00181	Lost_in_cases	1	241	257	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135821.17	ENST00000331872.10	ENST00000462444.1	Prosite	PS00180	Lost_in_cases	1	62	79	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135821.17	ENST00000331872.10	ENST00000462444.1	Prosite	PS00181	Lost_in_cases	1	241	257	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135821.17	ENST00000331872.10	ENST00000491322.1	Prosite	PS00180	Lost_in_cases	1	62	79	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000135821.17	ENST00000331872.10	ENST00000491322.1	Prosite	PS00181	Lost_in_cases	1	241	257	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000162772.16	ENST00000464547.5	ENST00000613104.1	Prosite	PS00036	Gained_in_cases	1	nan	nan	34	49	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000162772.16	ENST00000341491.8	ENST00000492118.2	Prosite	PS00036	Lost_in_cases	1	91	106	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000162772.16	ENST00000464547.5	ENST00000366983.5	Prosite	PS00036	Gained_in_cases	1	nan	nan	91	106	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000162772.16	ENST00000464547.5	ENST00000366987.6	Prosite	PS00036	Gained_in_cases	1	nan	nan	91	106	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000115085.13	ENST00000264972.9	ENST00000489250.1	Prosite	PS00107	Lost_in_cases	1	344	369	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000115085.13	ENST00000264972.9	ENST00000489250.1	Prosite	PS00109	Lost_in_cases	1	457	469	nan	nan	1.0	1.0	1.0	nan	nan	nan
