Experiment	GeneId	Control_transcript	Case_transcript	Feature_type	Feature	What	Index	Control_start	Control_end	Case_start	Case_end	Control_MacroScore	Control_MicroScore	Control_Jaccard	Case_MacroScore	Case_MicroScore	Case_Jaccard
ALL	ENSG00000162892.15	ENST00000294984.6	ENST00000491169.1	Prosite	PS00520	Lost_in_cases	1	101	121	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000091181.19	ENST00000256452.7	ENST00000383846.5	Prosite	PS01356	Nothing	1	153	182	153	182	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000091181.19	ENST00000383846.5	ENST00000311981.12	Prosite	PS01356	Nothing	1	153	182	153	182	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000151276.23	ENST00000402939.6	ENST00000470990.5	Prosite	PS01159	Lost_in_cases	1	365	390	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000151276.23	ENST00000402939.6	ENST00000470990.5	Prosite	PS01159	Lost_in_cases	2	306	331	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000151276.23	ENST00000402939.6	ENST00000470990.5	Prosite	PS00856	Lost_in_cases	1	145	162	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000017260.19	ENST00000508532.5	ENST00000513801.5	Prosite	PS00154	Nothing	1	350	356	334	340	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000017260.19	ENST00000533801.6	ENST00000328560.12	Prosite	PS00154	Nothing	1	350	356	350	356	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000122779.17	ENST00000415680.6	ENST00000343526.8	Prosite	PS01359	Nothing	1	795	836	829	870	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000122779.17	ENST00000415680.6	ENST00000343526.8	Prosite	PS00633	Nothing	1	884	945	918	979	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000122779.17	ENST00000415680.6	ENST00000343526.8	Prosite	PS00518	Nothing	1	73	82	73	82	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000164764.10	ENST00000297354.6	ENST00000519697.1	Prosite	PS00524	Lost_in_cases	1	50	70	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000178209.14	ENST00000532346.1	ENST00000345136.7	Prosite	PS00020	Gained_in_cases	1	nan	nan	117	141	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000178209.14	ENST00000532346.1	ENST00000345136.7	Prosite	PS00019	Gained_in_cases	1	nan	nan	44	53	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000178209.14	ENST00000532346.1	ENST00000436759.6	Prosite	PS00020	Gained_in_cases	1	nan	nan	144	168	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000178209.14	ENST00000532346.1	ENST00000436759.6	Prosite	PS00019	Gained_in_cases	1	nan	nan	71	80	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000122694.15	ENST00000619700.1	ENST00000474050.1	Prosite	PS01009	Lost_in_cases	1	20	30	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000122694.15	ENST00000377960.8	ENST00000474050.1	Prosite	PS01009	Lost_in_cases	1	102	112	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00010	Gained_in_cases	1	nan	nan	161	172	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00010	Gained_in_cases	2	nan	nan	373	384	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00010	Gained_in_cases	3	nan	nan	123	134	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00010	Gained_in_cases	4	nan	nan	199	210	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00010	Gained_in_cases	5	nan	nan	335	346	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00010	Gained_in_cases	6	nan	nan	620	631	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00010	Gained_in_cases	7	nan	nan	1071	1082	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	1	nan	nan	629	640	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	2	nan	nan	1197	1208	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	3	nan	nan	382	393	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	4	nan	nan	1118	1129	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	5	nan	nan	132	143	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	6	nan	nan	94	105	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	7	nan	nan	247	258	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	8	nan	nan	1159	1170	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	9	nan	nan	306	317	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	10	nan	nan	170	181	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	11	nan	nan	1080	1091	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	12	nan	nan	424	435	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	13	nan	nan	344	355	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	14	nan	nan	831	842	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01186	Gained_in_cases	1	nan	nan	94	105	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01186	Gained_in_cases	2	nan	nan	1118	1129	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01186	Gained_in_cases	3	nan	nan	132	143	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01186	Gained_in_cases	4	nan	nan	247	258	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01186	Gained_in_cases	5	nan	nan	344	355	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01186	Gained_in_cases	6	nan	nan	1080	1091	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01186	Gained_in_cases	7	nan	nan	306	317	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01186	Gained_in_cases	8	nan	nan	170	181	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01187	Gained_in_cases	1	nan	nan	320	344	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01187	Gained_in_cases	2	nan	nan	184	208	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01187	Gained_in_cases	3	nan	nan	358	382	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01187	Gained_in_cases	4	nan	nan	108	132	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000460253.1	ENST00000373631.7	Prosite	PS01187	Gained_in_cases	5	nan	nan	146	170	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00010	Nothing	1	nan	nan	161	172	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00010	Nothing	2	nan	nan	373	384	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00010	Nothing	3	nan	nan	123	134	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00010	Nothing	4	nan	nan	199	210	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00010	Nothing	5	nan	nan	335	346	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00010	Nothing	6	nan	nan	620	631	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00010	Nothing	7	nan	nan	1071	1082	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	1	nan	nan	629	640	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	2	nan	nan	382	393	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	3	nan	nan	1118	1129	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	4	nan	nan	132	143	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	5	nan	nan	94	105	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	6	nan	nan	247	258	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	7	nan	nan	306	317	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	8	nan	nan	170	181	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	9	nan	nan	1080	1091	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	10	nan	nan	424	435	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	11	nan	nan	344	355	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Nothing	12	nan	nan	831	842	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	13	nan	nan	1197	1208	nan	nan	nan	1.0	0.07741935483870968	0.07741935483870968
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS00022	Gained_in_cases	14	nan	nan	1159	1170	nan	nan	nan	1.0	0.07741935483870968	0.07741935483870968
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01186	Nothing	1	nan	nan	94	105	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01186	Nothing	2	nan	nan	1118	1129	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01186	Nothing	3	nan	nan	132	143	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01186	Nothing	4	nan	nan	247	258	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01186	Nothing	5	nan	nan	344	355	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01186	Nothing	6	nan	nan	1080	1091	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01186	Nothing	7	nan	nan	306	317	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01186	Nothing	8	nan	nan	170	181	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01187	Nothing	1	nan	nan	320	344	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01187	Nothing	2	nan	nan	184	208	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01187	Nothing	3	nan	nan	358	382	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01187	Nothing	4	nan	nan	108	132	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000148204.11	ENST00000359999.7	ENST00000373631.7	Prosite	PS01187	Nothing	5	nan	nan	146	170	nan	nan	nan	0.0	nan	0.0
ALL	ENSG00000107968.9	ENST00000542547.5	ENST00000375321.1	Prosite	PS00108	Nothing	1	249	261	249	261	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000171862.10	ENST00000487939.1	ENST00000371953.7	Prosite	PS00383	Gained_in_cases	1	nan	nan	122	132	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000117984.13	ENST00000236671.6	ENST00000497544.2	Prosite	PS00141	Lost_in_cases	1	292	303	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000117984.13	ENST00000236671.6	ENST00000497544.2	Prosite	PS00141	Lost_in_cases	2	94	105	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000137648.17	ENST00000519126.1	ENST00000534111.5	Prosite	PS00134	Gained_in_cases	1	nan	nan	239	244	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000137648.17	ENST00000519126.1	ENST00000534111.5	Prosite	PS00135	Gained_in_cases	1	nan	nan	379	390	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000135677.10	ENST00000258145.7	ENST00000543646.5	Prosite	PS00523	Nothing	1	89	101	121	133	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000135677.10	ENST00000258145.7	ENST00000543646.5	Prosite	PS00149	Nothing	1	141	151	173	183	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000135677.10	ENST00000537823.1	ENST00000543646.5	Prosite	PS00523	Gained_in_cases	1	nan	nan	121	133	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000135677.10	ENST00000537823.1	ENST00000543646.5	Prosite	PS00149	Gained_in_cases	1	nan	nan	173	183	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000139278.9	ENST00000266659.7	ENST00000536703.5	Prosite	PS01010	Lost_in_cases	1	170	181	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000139278.9	ENST00000266659.7	ENST00000536703.5	Prosite	PS01009	Lost_in_cases	1	136	146	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000110880.10	ENST00000541050.5	ENST00000549772.5	Prosite	PS00678	Nothing	1	146	160	152	166	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000135090.13	ENST00000392533.7	ENST00000537952.1	Prosite	PS00107	Lost_in_cases	1	30	54	nan	nan	1.0	0.05434782608695652	0.05434782608695652	nan	nan	nan
ALL	ENSG00000135090.13	ENST00000392533.7	ENST00000537952.1	Prosite	PS00108	Lost_in_cases	1	143	155	nan	nan	1.0	0.02826086956521739	0.02826086956521739	nan	nan	nan
ALL	ENSG00000135090.13	ENST00000543709.5	ENST00000392533.7	Prosite	PS00107	Gained_in_cases	1	nan	nan	30	54	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000135090.13	ENST00000543709.5	ENST00000392533.7	Prosite	PS00108	Gained_in_cases	1	nan	nan	143	155	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000184304.14	ENST00000547441.1	ENST00000331968.9	Prosite	PS00107	Gained_in_cases	1	nan	nan	589	612	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000184304.14	ENST00000547441.1	ENST00000331968.9	Prosite	PS00479	Gained_in_cases	1	nan	nan	271	320	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000184304.14	ENST00000547441.1	ENST00000331968.9	Prosite	PS00479	Gained_in_cases	2	nan	nan	147	196	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000184304.14	ENST00000547441.1	ENST00000331968.9	Prosite	PS00108	Gained_in_cases	1	nan	nan	702	714	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000184304.14	ENST00000331968.9	ENST00000547441.1	Prosite	PS00107	Lost_in_cases	1	589	612	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000184304.14	ENST00000331968.9	ENST00000547441.1	Prosite	PS00479	Lost_in_cases	1	271	320	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000184304.14	ENST00000331968.9	ENST00000547441.1	Prosite	PS00479	Lost_in_cases	2	147	196	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000184304.14	ENST00000331968.9	ENST00000547441.1	Prosite	PS00108	Lost_in_cases	1	702	714	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000125384.6	ENST00000245457.5	ENST00000557436.1	Prosite	PS00237	Lost_in_cases	1	122	138	nan	nan	1.0	0.06666666666666667	0.06666666666666667	nan	nan	nan
ALL	ENSG00000027075.14	ENST00000554835.1	ENST00000332981.9	Prosite	PS00479	Gained_in_cases	1	nan	nan	246	295	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000027075.14	ENST00000554835.1	ENST00000332981.9	Prosite	PS00479	Gained_in_cases	2	nan	nan	172	224	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000027075.14	ENST00000554835.1	ENST00000332981.9	Prosite	PS00108	Gained_in_cases	1	nan	nan	475	487	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000027075.14	ENST00000554835.1	ENST00000332981.9	Prosite	PS00107	Gained_in_cases	1	nan	nan	361	384	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000140416.19	ENST00000560959.5	ENST00000558868.5	Prosite	PS00326	Lost_in_cases	1	196	204	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000140416.19	ENST00000560959.5	ENST00000558264.5	Prosite	PS00326	Lost_in_cases	1	196	204	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000140403.12	ENST00000446172.2	ENST00000485075.1	Prosite	PS00636	Lost_in_cases	1	18	37	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000140968.10	ENST00000564056.1	ENST00000268638.9	Prosite	PS00601	Gained_in_cases	1	nan	nan	28	61	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000101782.14	ENST00000584992.1	ENST00000577501.5	Prosite	PS01245	Gained_in_cases	1	nan	nan	402	413	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000064601.16	ENST00000372459.6	ENST00000484855.2	Prosite	PS00560	Lost_in_cases	1	447	464	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000064601.16	ENST00000372459.6	ENST00000484855.2	Prosite	PS00131	Lost_in_cases	1	174	181	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000157554.18	ENST00000398919.6	ENST00000417133.6	Prosite	PS00345	Nothing	1	320	328	320	328	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000157554.18	ENST00000398919.6	ENST00000417133.6	Prosite	PS00346	Nothing	1	364	379	364	379	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000100100.12	ENST00000402249.7	ENST00000215912.9	Prosite	PS00021	Nothing	1	69	82	69	82	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000187730.8	ENST00000378585.6	ENST00000640688.1	Prosite	PS00236	Lost_in_cases	1	164	178	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000142611.16	ENST00000512462.5	ENST00000270722.9	Prosite	PS00028	Gained_in_cases	1	nan	nan	339	360	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000142611.16	ENST00000512462.5	ENST00000270722.9	Prosite	PS00028	Gained_in_cases	2	nan	nan	368	388	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000142611.16	ENST00000512462.5	ENST00000270722.9	Prosite	PS00028	Gained_in_cases	3	nan	nan	396	416	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000142611.16	ENST00000512462.5	ENST00000270722.9	Prosite	PS00028	Gained_in_cases	4	nan	nan	283	303	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000142611.16	ENST00000512462.5	ENST00000270722.9	Prosite	PS00028	Gained_in_cases	5	nan	nan	311	331	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000142611.16	ENST00000512462.5	ENST00000270722.9	Prosite	PS00028	Gained_in_cases	6	nan	nan	953	973	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000142611.16	ENST00000512462.5	ENST00000270722.9	Prosite	PS00028	Gained_in_cases	7	nan	nan	981	1002	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000142611.16	ENST00000512462.5	ENST00000270722.9	Prosite	PS00028	Gained_in_cases	8	nan	nan	1010	1032	nan	nan	nan	1.0	1.0	1.0
ALL	ENSG00000117118.9	ENST00000375499.7	ENST00000475506.1	Prosite	PS00198	Lost_in_cases	1	186	197	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000117118.9	ENST00000375499.7	ENST00000475506.1	Prosite	PS00197	Lost_in_cases	1	93	101	nan	nan	1.0	1.0	1.0	nan	nan	nan
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	1	168	188	168	188	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	2	448	468	448	468	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	3	252	272	252	272	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	4	224	244	140	160	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	5	364	384	364	384	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	6	140	160	420	440	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	7	336	356	336	356	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	8	420	440	224	244	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	9	280	300	280	300	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	10	308	328	308	328	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	11	392	412	392	412	0.0	nan	0.0	0.0	nan	0.0
ALL	ENSG00000125945.14	ENST00000374608.3	ENST00000314011.8	Prosite	PS00028	Nothing	12	196	216	196	216	0.0	nan	0.0	0.0	nan	0.0
